state,population,year,homicide,rape,robbery,aggravated_assault,burglary,larceny,vehicle_theft
VA,7287829,2002,5.32,25.23,95.52,165.59,435.75,2161.80,253.50
VA,7365284,2003,5.65,24.53,91.14,156.87,395.16,2082.30,244.10
VA,7481332,2004,5.21,24.27,92.22,153.76,384.41,2060.52,233.30
VA,7564327,2005,6.05,23.31,99.08,154.91,394.34,2043.59,211.00
VA,7642884,2006,5.27,23.93,101.78,152.72,420.86,1874.84,193.60
VA,7712091,2007,5.38,23.25,99.79,144.33,415.30,1888.39,182.80
VA,7769089,2008,4.76,23.09,96.15,133.83,414.31,1946.06,171.80
VA,7882590,2009,4.69,19.94,80.46,125.73,405.40,1907.67,148.30
VA,8023953,2010,4.69,19.69,70.76,119.02,383.90,1819.43,132.20
VA,8104384,2011,3.75,19.63,66.94,107.28,378.26,1758.01,120.60
VA,8186628,2012,3.93,18.38,57.63,111.54,362.19,1705.88,111.50
VA,8270345,2013,3.87,28.41,55.31,110.16,323.05,1647.03,104.30
VA,8328098,2014,4.20,29.01,51.56,113.62,278.70,1573.00,92.10
VA,8367587,2015,4.66,29.87,53.29,111.82,257.45,1530.48,98.00
VA,8414380,2016,5.73,33.63,57.35,123.09,239.58,1512.71,117.00
VA,8465207,2017,5.55,35.75,51.16,117.94,218.83,1462.60,120.20
VA,8517685,2018,4.59,34.33,42.31,118.73,182.84,1356.39,126.50
VT,493000,1979,1.42,22.92,28.60,131.24,1577.89,3200.00,337.10
VT,511299,1980,2.15,29.14,38.92,108.55,1526.70,2988.08,294.90
VT,515000,1981,4.27,33.01,27.57,63.11,1559.81,3079.61,293.40
VT,516000,1982,2.33,34.88,23.06,66.67,1178.29,3131.78,254.80
VT,525000,1983,3.62,40.76,27.81,60.38,1090.29,2723.05,186.90
VT,530000,1984,2.26,19.81,23.02,100.00,1016.42,2651.70,154.70
VT,535000,1985,3.36,19.25,20.93,104.11,973.83,2602.62,163.90
VT,541000,1986,2.03,21.81,22.18,103.14,949.17,2697.41,181.10
VT,548000,1987,2.74,22.45,16.79,94.53,1110.40,2825.73,198.50
VT,556000,1988,1.98,23.02,16.01,101.26,1096.76,2804.14,197.30
VT,567000,1989,1.94,23.10,17.99,89.77,1029.10,2727.69,198.90
VT,562758,1990,2.31,25.94,11.73,87.25,1087.32,2918.48,207.90
VT,567000,1991,2.12,30.51,11.82,72.31,1020.11,2673.90,144.40
VT,570000,1992,2.11,24.91,8.95,73.51,825.61,2369.65,105.30
VT,576000,1993,3.65,39.76,9.03,61.81,874.31,2851.22,132.60
VT,580000,1994,1.03,27.59,12.24,56.03,736.90,2267.93,148.60
VT,585000,1995,2.22,28.21,10.94,76.92,760.85,2418.80,135.70
VT,589000,1996,1.87,26.99,15.45,76.91,673.01,2058.40,150.30
VT,589000,1997,1.53,26.49,13.41,78.27,613.07,1959.59,135.80
VT,591000,1998,2.20,27.58,9.48,67.01,671.07,2213.87,147.90
VT,593740,1999,2.86,22.91,10.95,77.14,595.72,1955.40,153.60
VT,608827,2000,1.48,23.00,19.22,69.81,575.04,2165.48,132.90
VT,612978,2001,1.14,17.46,17.46,69.01,513.88,2027.15,123.70
VT,616408,2002,2.11,20.44,12.49,71.71,566.02,1733.27,124.80
VT,619343,2003,2.42,20.34,10.01,81.38,487.13,1635.93,105.60
VT,621233,2004,2.58,25.76,12.56,73.89,552.93,1696.14,94.50
VT,622387,2005,1.29,24.58,12.21,87.57,511.74,1750.36,108.00
VT,623908,2006,2.24,27.73,18.27,96.81,551.84,1740.16,99.40
VT,621254,2007,2.09,20.60,12.72,93.68,515.09,1746.95,104.50
VT,621270,2008,2.74,21.41,14.97,98.35,565.78,1899.66,94.30
VT,621760,2009,1.29,21.23,17.85,94.25,558.25,1783.65,72.20
VT,625909,2010,1.12,22.53,12.14,95.22,534.90,1657.27,70.10
VT,626592,2011,1.76,23.30,15.80,106.77,612.52,1710.84,84.30
VT,625953,2012,1.28,20.93,18.21,101.92,667.62,1759.56,73.50
VT,626855,2013,1.60,21.70,11.96,88.38,534.73,1626.05,53.80
VT,626767,2014,1.60,18.67,11.49,70.84,333.78,1176.67,38.90
VT,626088,2015,1.60,23.96,16.77,76.99,324.87,1091.54,31.30
VT,623354,2016,2.25,27.27,12.51,94.49,302.24,1225.15,29.50
VT,624525,2017,2.72,40.67,16.01,113.85,311.44,1147.91,36.00
VT,626299,2018,1.60,45.82,11.18,113.36,234.23,1008.46,40.40
WA,3926000,1979,4.76,46.38,120.71,262.79,1783.60,3876.82,434.50
WA,4113331,1980,5.47,52.73,135.12,270.97,1862.19,4192.90,395.60
WA,4212000,1981,5.06,50.21,129.99,262.01,1892.12,4083.43,319.20
WA,4245000,1982,4.36,45.87,117.86,238.30,1680.14,3914.91,280.80
WA,4300000,1983,4.93,44.72,105.42,216.70,1640.14,3812.86,253.00
WA,4349000,1984,4.64,50.03,120.65,231.11,1702.02,3745.80,247.40
WA,4409000,1985,5.24,54.89,132.03,233.27,1811.27,4003.20,288.90
WA,4463000,1986,5.00,53.37,135.13,243.54,1861.48,4266.64,314.50
WA,4538000,1987,5.64,52.23,141.41,240.24,1904.54,4277.90,395.20
WA,4619000,1988,5.72,56.53,145.88,258.28,1855.62,4358.11,432.90
WA,4761000,1989,4.39,61.71,140.14,265.51,1545.12,4119.34,457.60
WA,4866692,1990,4.89,64.01,129.99,302.69,1262.87,4011.37,447.10
WA,5018000,1991,4.20,70.33,145.54,302.53,1235.47,4101.51,444.50
WA,5136000,1992,5.02,71.98,139.76,317.78,1121.73,4045.07,471.50
WA,5255000,1993,5.16,64.40,137.09,307.92,1067.23,3914.39,456.10
WA,5343000,1994,5.50,60.45,139.70,305.61,1044.23,3971.51,500.50
WA,5431000,1995,5.06,59.18,132.74,287.28,1091.24,4140.32,554.00
WA,5533000,1996,4.61,51.11,119.05,256.41,1057.51,3898.54,522.20
WA,5610000,1997,4.35,51.43,120.04,264.96,1106.31,3811.46,567.80
WA,5689000,1998,3.94,48.16,115.61,260.84,1062.51,3757.66,618.70
WA,5756361,1999,2.97,47.10,100.90,226.29,949.42,3341.24,587.30
WA,5894121,2000,3.33,46.44,98.61,221.29,907.28,3234.58,594.10
WA,5993390,2001,2.99,43.38,99.01,209.31,884.71,3255.80,652.00
WA,6067060,2002,3.03,45.06,95.55,201.89,905.68,3189.78,667.40
WA,6131298,2003,2.97,46.69,93.26,204.02,950.39,3142.12,662.50
WA,6207046,2004,3.06,46.03,94.51,200.05,976.83,3173.36,696.50
WA,6291899,2005,3.26,44.68,91.99,205.68,959.06,3147.40,783.00
WA,6395798,2006,3.08,42.97,100.44,202.23,920.03,2864.05,726.00
WA,6468424,2007,2.69,41.01,93.98,198.84,817.42,2640.24,589.30
WA,6549224,2008,2.95,40.51,98.01,192.74,811.33,2550.12,444.80
WA,6664195,2009,2.85,38.76,100.70,193.99,796.00,2527.25,356.30
WA,6742950,2010,2.28,38.25,87.93,185.02,818.51,2498.76,381.80
WA,6823267,2011,2.39,34.00,82.47,176.48,828.94,2386.36,363.80
WA,6895318,2012,3.15,32.63,84.13,178.16,890.11,2412.33,386.70
WA,6973742,2013,2.39,37.34,83.58,166.67,838.67,2469.65,407.60
WA,7063166,2014,2.52,39.36,79.87,164.03,784.08,2482.13,434.00
WA,7160290,2015,3.04,38.80,76.11,168.41,713.85,2393.66,376.60
WA,7280934,2016,2.68,43.03,77.59,180.25,676.41,2381.88,443.90
WA,7425432,2017,3.04,44.44,72.53,182.76,588.34,2183.77,395.50
WA,7535591,2018,3.13,45.29,73.94,189.12,533.48,2045.40,367.30
WI,4720000,1979,3.39,16.06,60.53,86.10,949.28,3005.93,266.70
WI,4680917,1980,2.91,14.89,70.71,94.06,1079.36,3291.45,245.20
WI,4739000,1981,3.40,15.72,68.56,100.21,1072.23,3289.55,217.20
WI,4765000,1982,3.11,14.27,71.21,101.91,977.21,3088.71,182.70
WI,4751000,1983,2.76,18.12,71.88,98.15,883.60,2976.93,204.30
WI,4766000,1984,2.45,16.58,66.45,111.06,834.14,2906.55,235.10
WI,4775000,1985,2.83,18.32,70.18,115.58,795.54,2792.65,221.60
WI,4785000,1986,3.11,20.08,72.79,161.88,782.95,2802.15,253.80
WI,4807000,1987,3.49,19.85,66.40,160.18,842.56,2830.41,246.50
WI,4858000,1988,2.96,19.86,67.06,124.48,729.17,2759.28,269.20
WI,4867000,1989,3.62,20.40,75.18,123.40,733.16,2877.34,331.70
WI,4891769,1990,4.60,20.71,112.72,126.66,751.36,2962.61,416.50
WI,4955000,1991,4.82,25.41,118.97,127.75,751.58,3000.91,436.40
WI,5007000,1992,4.35,26.26,119.77,125.34,691.93,2919.87,431.50
WI,5038000,1993,4.41,25.19,113.42,121.40,662.96,2761.97,364.70
WI,5082000,1994,4.47,23.46,112.93,129.67,645.89,2667.43,360.50
WI,5123000,1995,4.27,23.31,105.09,148.39,613.23,2627.82,363.60
WI,5160000,1996,3.95,21.05,96.55,131.14,588.29,2634.52,345.90
WI,5170000,1997,3.97,20.27,100.85,145.47,570.66,2533.89,302.50
WI,5224000,1998,3.64,19.85,85.64,139.89,569.30,2452.79,272.00
WI,5250446,1999,3.41,20.09,84.74,137.61,488.21,2298.89,263.20
WI,5363675,2000,3.15,21.72,84.59,127.32,469.51,2229.91,272.90
WI,5405947,2001,3.55,21.12,82.21,124.09,498.10,2317.36,272.30
WI,5439692,2002,2.83,22.74,86.64,112.76,513.37,2267.87,247.40
WI,5474290,2003,3.34,21.96,80.32,115.49,484.92,2169.69,225.80
WI,5503533,2004,2.80,20.64,73.90,112.49,433.43,2025.64,206.70
WI,5527644,2005,3.73,20.53,82.40,135.16,442.29,1999.60,228.00
WI,5556506,2006,2.97,22.19,100.13,160.84,486.60,2081.92,252.50
WI,5601640,2007,3.30,21.90,97.83,168.49,497.89,2105.76,240.30
WI,5627967,2008,2.59,20.04,91.74,161.16,487.90,2069.24,205.10
WI,5654774,2009,2.58,19.77,86.72,150.00,474.17,1979.69,158.00
WI,5691659,2010,2.72,20.93,79.34,145.92,467.98,1897.39,143.20
WI,5709843,2011,2.42,20.84,80.56,146.06,475.79,1829.68,144.90
WI,5724554,2012,2.95,21.45,81.96,177.57,487.92,1827.55,143.80
WI,5742953,2013,2.84,31.97,84.17,161.68,424.14,1635.85,128.70
WI,5759432,2014,2.76,29.12,88.57,170.61,371.13,1549.72,172.30
WI,5767891,2015,4.16,31.29,90.74,178.05,339.85,1448.92,190.70
WI,5772917,2016,4.02,34.73,81.54,186.60,337.75,1428.31,172.50
WI,5792051,2017,3.31,37.59,75.45,205.44,303.35,1344.39,163.50
WI,5813568,2018,3.03,38.67,60.01,193.74,242.52,1168.87,148.50
WV,1878000,1979,6.82,15.50,43.93,101.81,636.79,1318.16,202.30
WV,1930787,1980,7.15,15.85,48.48,112.23,738.46,1429.78,199.70
WV,1951000,1981,6.05,14.81,50.18,103.74,775.09,1480.47,188.40
WV,1948000,1982,5.24,15.50,49.79,104.26,717.92,1435.42,183.10
WV,1965000,1983,4.89,13.38,44.22,109.26,684.73,1380.87,181.60
WV,1952000,1984,4.41,15.63,38.11,110.04,648.00,1347.13,172.50
WV,1936000,1985,3.77,18.54,37.60,106.10,618.39,1301.19,167.30
WV,1919000,1986,5.94,18.86,41.01,98.65,625.27,1357.74,169.20
WV,1897000,1987,4.85,22.61,31.15,78.70,603.58,1288.14,161.70
WV,1884000,1988,4.94,18.74,34.18,73.57,610.93,1334.77,161.70
WV,1857000,1989,6.52,18.69,42.70,78.78,626.55,1432.85,156.80
WV,1793477,1990,5.69,23.59,37.92,102.09,657.10,1522.74,153.90
WV,1801000,1991,6.16,23.04,43.25,118.55,666.80,1630.71,174.90
WV,1812000,1992,6.35,21.69,43.49,140.01,622.90,1611.48,163.80
WV,1820000,1993,6.92,20.05,42.97,138.46,599.12,1563.52,161.50
WV,1822000,1994,5.43,20.31,42.37,147.64,585.78,1547.15,179.70
WV,1828000,1995,4.87,21.23,42.72,141.36,565.04,1516.63,166.30
WV,1826000,1996,3.78,19.61,40.36,146.33,546.50,1549.84,176.90
WV,1816000,1997,4.13,19.55,43.06,151.93,586.29,1483.15,181.00
WV,1811000,1998,4.31,18.72,37.33,188.29,613.47,1497.90,187.20
WV,1806928,1999,4.37,18.65,36.58,291.05,570.19,1591.65,208.20
WV,1808344,2000,2.54,18.30,41.42,254.21,546.91,1556.06,183.30
WV,1800975,2001,2.22,17.77,39.26,220.33,533.10,1569.59,178.60
WV,1804884,2002,3.16,18.17,36.40,176.13,536.16,1524.97,216.00
WV,1811440,2003,4.03,17.17,38.70,195.54,579.54,1568.31,191.20
WV,1812548,2004,3.75,19.09,42.70,216.38,606.55,1741.53,207.80
WV,1814083,2005,4.52,18.47,44.98,205.89,624.78,1797.22,211.00
WV,1818470,2006,4.40,22.22,46.91,207.65,636.74,1776.49,223.10
WV,1812035,2007,3.59,21.41,46.74,205.07,597.23,1728.50,191.90
WV,1814468,2008,3.69,21.44,49.38,201.38,597.42,1761.78,174.40
WV,1819777,2009,4.62,25.83,50.23,224.53,659.70,1728.40,151.50
WV,1854368,2010,3.13,19.52,41.85,236.74,581.22,1515.56,130.40
WV,1854908,2011,4.69,20.05,43.24,228.37,552.32,1437.05,113.60
WV,1856680,2012,3.77,22.35,44.97,248.99,617.55,1658.87,120.30
WV,1853595,2013,3.34,37.76,35.23,228.85,534.53,1513.55,106.10
WV,1848751,2014,4.54,32.13,35.43,244.33,506.72,1457.96,102.50
WV,1841053,2015,4.62,38.56,42.53,261.75,514.22,1465.68,121.80
WV,1828637,2016,4.65,37.40,39.37,281.30,499.11,1403.07,136.60
WV,1817048,2017,5.39,43.64,37.04,275.17,415.89,1206.19,169.80
WV,1805832,2018,3.71,36.11,31.68,218.46,296.48,1049.60,139.50
WY,450000,1979,9.11,27.56,42.22,272.00,863.78,3246.00,363.30
WY,468954,1980,6.18,28.57,44.35,313.46,903.71,3344.89,345.20
WY,492000,1981,5.49,35.37,41.87,347.36,960.98,3449.59,291.30
WY,502000,1982,9.16,27.09,34.26,233.67,882.87,3367.13,249.80
WY,514000,1983,5.84,21.40,29.77,180.16,705.45,2905.06,166.10
WY,511000,1984,3.33,20.94,23.09,194.72,641.68,2645.40,153.60
WY,509000,1985,4.32,22.40,20.04,210.02,690.57,2894.30,173.50
WY,507000,1986,5.33,21.89,22.49,243.39,817.36,3078.11,168.60
WY,490000,1987,2.04,31.43,20.00,229.59,717.55,2892.04,138.60
WY,471000,1988,2.55,23.99,15.07,272.40,658.81,2851.80,142.50
WY,475000,1989,4.42,28.21,17.05,208.63,631.79,2861.68,137.30
WY,453588,1990,4.85,29.54,15.87,251.11,630.97,3129.27,149.00
WY,460000,1991,3.26,25.87,17.17,263.91,692.17,3231.96,154.60
WY,466000,1992,3.65,34.98,18.03,262.88,671.03,3434.12,150.40
WY,470000,1993,3.40,34.26,17.23,231.28,643.19,3078.72,154.90
WY,476000,1994,3.36,33.61,16.60,218.91,650.63,3204.62,162.00
WY,480000,1995,2.08,34.38,17.92,199.79,612.08,3286.25,167.70
WY,481000,1996,3.33,29.11,20.37,196.88,661.95,3203.33,139.10
WY,480000,1997,3.54,28.54,17.71,205.42,624.58,3166.25,134.80
WY,481000,1998,4.78,27.65,16.22,198.96,560.50,2860.50,139.10
WY,479602,1999,2.29,28.57,15.43,186.20,489.78,2611.12,124.30
WY,493782,2000,2.43,32.40,14.18,217.50,420.83,2494.62,116.00
WY,493754,2001,1.82,30.99,17.01,207.80,502.48,2621.35,141.00
WY,498830,2002,3.01,29.67,18.64,222.12,490.75,2666.84,148.90
WY,502111,2003,2.79,27.09,16.73,215.09,520.00,2636.67,158.90
WY,505887,2004,2.17,22.14,13.24,192.34,541.23,2639.32,157.90
WY,508798,2005,2.75,23.98,15.33,188.29,476.81,2536.37,145.00
WY,515004,2006,2.52,29.32,13.98,207.96,450.87,2379.59,156.10
WY,522830,2007,4.02,32.90,16.07,204.08,452.35,2271.29,155.50
WY,532668,2008,2.25,34.73,16.33,196.37,412.64,2174.71,137.60
WY,544270,2009,2.02,31.60,14.33,171.79,399.80,2078.01,139.10
WY,564554,2010,1.42,28.70,13.64,154.10,381.01,1970.76,104.90
WY,567356,2011,3.17,25.73,12.51,178.02,328.54,1849.46,91.80
WY,576626,2012,2.43,26.71,10.58,161.63,368.52,1823.19,101.30
WY,583223,2013,2.91,34.98,12.69,157.23,335.38,1761.76,99.10
WY,584304,2014,2.74,29.78,9.07,153.86,289.06,1571.96,103.20
WY,586555,2015,2.73,29.15,10.06,179.69,300.40,1499.77,100.90
WY,584910,2016,3.42,35.22,10.09,195.93,302.78,1519.72,136.80
WY,578934,2017,2.42,43.70,16.93,171.52,268.77,1418.30,131.40
WY,577737,2018,2.25,42.06,17.31,150.59,263.96,1375.89,145.20
