"","state","year","population","cluster","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft"
"374","GA",2007,9544750,2,13.56,59053,8,23,181,280,946,2498,446
"375","GA",2008,9685744,3,15.25,54046,7,24,184,274,1038,2557,409
"376","GA",2009,9829211,5,18.06,50848,6,24,149,250,1003,2332,337
"377","GA",2010,9712157,5,18.68,50919,6,22,127,247,998,2329,312
"378","GA",2011,9812460,5,18.17,51440,6,21,125,223,978,2360,303
"379","GA",2012,9915646,5,17.67,52726,6,22,126,226,877,2258,289
"380","GA",2013,9994759,5,15.93,50738,6,29,127,214,835,2293,272
"381","GA",2014,10097132,5,16.6,52614,6,31,127,222,773,2311,266
"382","GA",2015,10199398,3,17.97,53809,6,32,123,220,668,2164,266
"383","GA",2016,10313620,3,15.32,56011,7,33,117,234,608,2115,257
"384","GA",2017,10413055,2,13.02,58406,7,25,95,230,532,2077,250
"385","GA",2018,10519475,3,14.72,55821,6,25,79,217,431,1907,235
"386","HI",1984,1039000,8,8.85,66659,3,30,116,82,1214,3689,350
"387","HI",1985,1054000,9,10.34,64634,4,29,99,87,1154,3544,283
"388","HI",1986,1062000,9,10.26,63614,5,31,106,103,1339,3759,328
"389","HI",1987,1083000,6,8.77,74261,5,36,98,124,1156,4033,366
"390","HI",1988,1093000,8,10.7,67583,4,32,84,137,1256,4112,364
"391","HI",1989,1112000,8,10.97,68695,5,45,83,138,1343,4260,397
"392","HI",1990,1108229,6,10.92,72729,4,32,91,153,1228,4217,381
"393","HI",1991,1135000,8,7.93,67155,4,33,87,118,1234,4158,336
"394","HI",1992,1160000,6,11.47,74088,4,38,99,118,1121,4357,375
"395","HI",1993,1172000,6,7.76,73208,4,34,104,120,1136,4429,451
"396","HI",1994,1179000,8,8.23,71027,4,30,104,124,1190,4687,541
"397","HI",1995,1187000,8,10.28,70334,5,28,131,132,1165,5047,691
"398","HI",1996,1184000,8,11.99,66785,3,28,136,114,1079,4620,605
"399","HI",1997,1187000,9,13.82,64060,4,31,118,125,1073,4127,545
"400","HI",1998,1193000,9,10.98,63039,2,30,103,113,936,3681,469
"401","HI",1999,1185497,8,11.22,67284,4,30,88,113,795,3413,393
"402","HI",2000,1211537,6,8.75,75373,3,29,93,120,880,3570,505
"403","HI",2001,1227024,8,11.25,67447,3,33,93,125,910,3661,550
"404","HI",2002,1240663,9,11.12,66210,2,30,98,133,1025,3977,799
"405","HI",2003,1248755,8,9.37,70941,2,29,94,148,914,3588,773
"406","HI",2004,1262124,6,8.4,74949,3,26,75,151,858,3255,683
"407","HI",2005,1273278,6,8.64,76803,2,27,79,148,769,3313,717
"408","HI",2006,1285498,6,9.02,75496,2,27,89,163,679,2939,602
"409","HI",2007,1283388,4,7.32,77726,2,29,87,157,708,2921,490
"410","HI",2008,1288198,6,9.7,71927,2,28,84,158,730,2439,397
"411","HI",2009,1295178,9,12.04,65289,2,30,80,163,714,2580,375
"412","HI",2010,1363359,8,11.88,68719,2,28,78,157,639,2324,387
"413","HI",2011,1378129,9,11.76,66068,1,26,72,152,592,2267,324
"414","HI",2012,1390090,9,13.52,61648,2,20,81,140,551,2295,278
"415","HI",2013,1408987,8,10.79,69355,2,36,66,150,552,2337,324
"416","HI",2014,1420257,6,10.35,75619,1,39,67,130,526,2324,273
"417","HI",2015,1431603,8,10.55,68379,1,39,84,169,458,2934,404
"418","HI",2016,1428683,6,9.03,75480,2,42,69,128,419,2161,385
"419","HI",2017,1424203,6,10.11,75369,3,40,76,133,390,2077,370
"420","HI",2018,1420491,4,9.01,80108,3,44,67,136,396,2076,398
"421","IA",1984,2910000,7,14.4,45851,2,13,38,145,871,2571,158
"422","IA",1985,2884000,7,17.51,46704,2,13,41,156,914,2664,153
"423","IA",1986,2851000,5,13.19,49261,2,12,42,179,956,2801,158
"424","IA",1987,2834000,7,14.78,47052,2,12,36,181,918,2840,151
"425","IA",1988,2834000,5,9.28,49740,2,16,40,200,854,2803,162
"426","IA",1989,2840000,5,10.25,51499,2,16,39,209,847,2810,158
"427","IA",1990,2776755,5,10.41,50991,2,18,39,240,808,2823,170
"428","IA",1991,2795000,5,9.7,51482,2,21,45,235,832,2828,171
"429","IA",1992,2812000,5,11.66,50567,2,19,40,218,754,2766,159
"430","IA",1993,2814000,5,10.31,49186,2,24,54,245,731,2599,191
"431","IA",1994,2829000,3,10.68,55603,2,24,47,243,667,2492,180
"432","IA",1995,2842000,2,12.39,58300,2,22,53,278,757,2767,223
"433","IA",1996,2852000,3,9.78,53094,2,20,45,206,665,2521,191
"434","IA",1997,2852000,5,9.47,52869,2,20,56,232,771,2500,234
"435","IA",1998,2862000,2,8.98,57159,2,25,51,233,674,2307,209
"436","IA",1999,2869413,9,7.32,62134,1,27,37,215,593,2172,179
"437","IA",2000,2926324,2,8.1,59939,2,23,37,205,558,2225,184
"438","IA",2001,2931967,2,7.23,58258,2,22,39,205,576,2259,188
"439","IA",2002,2935840,2,9.09,57456,1,27,40,217,635,2330,198
"440","IA",2003,2941976,3,8.84,56639,2,27,38,211,595,2189,192
"441","IA",2004,2952904,2,10.7,57823,1,26,39,221,607,2107,191
"442","IA",2005,2965524,2,11.03,59936,1,29,39,224,612,2048,186
"443","IA",2006,2982085,2,10.09,60084,2,29,44,211,609,2045,169
"444","IA",2007,2988046,2,8.84,59377,1,32,44,222,575,1908,165
"445","IA",2008,3002555,2,9.49,58623,3,31,42,213,553,1742,146
"446","IA",2009,3007856,2,10.61,59507,1,30,40,211,546,1654,130
"447","IA",2010,3050202,3,10.06,56573,1,29,33,205,549,1580,125
"448","IA",2011,3064097,3,10.28,56191,1,28,27,201,574,1647,131
"449","IA",2012,3075039,2,10.08,58557,2,29,31,203,559,1597,131
"450","IA",2013,3092341,9,10.67,64951,1,37,30,205,515,1546,138
"451","IA",2014,3109481,2,10.19,61379,2,37,34,200,462,1498,134
"452","IA",2015,3121997,9,10.28,64500,2,39,34,202,480,1452,140
"453","IA",2016,3130869,9,9.65,61836,2,41,37,213,489,1456,160
"454","IA",2017,3143637,9,8.84,65028,3,42,40,203,468,1445,175
"455","IA",2018,3156145,8,8.78,68718,2,31,30,188,353,1190,149
"456","ID",1984,1001000,5,17.08,48688,3,19,24,189,874,2411,151
"457","ID",1985,1005000,7,15.82,46333,2,19,27,187,887,2604,182
"458","ID",1986,1003000,7,17.95,45510,3,20,21,178,1003,2800,181
"459","ID",1987,998000,7,15.03,44009,3,18,24,169,977,2798,167
"460","ID",1988,999000,7,12.41,47990,4,18,20,193,870,2692,176
"461","ID",1989,1014000,7,12.43,48341,3,23,15,214,872,2645,159
"462","ID",1990,1006749,7,15.59,47285,3,27,15,231,813,2803,166
"463","ID",1991,1039000,7,13.86,47088,2,29,21,239,826,2901,178
"464","ID",1992,1067000,5,15.56,48739,3,32,21,225,744,2814,157
"465","ID",1993,1099000,3,13.65,53213,3,35,17,227,669,2711,183
"466","ID",1994,1133000,3,12.09,53009,4,28,18,236,719,2877,195
"467","ID",1995,1163000,3,14.36,53633,4,28,24,266,780,3058,242
"468","ID",1996,1189000,3,11.77,55492,4,26,20,217,709,2849,188
"469","ID",1997,1210000,5,15.12,52276,3,29,20,205,758,2709,201
"470","ID",1998,1229000,3,13.43,56636,3,31,21,226,693,2554,186
"471","ID",1999,1251700,3,13.98,54124,2,33,18,192,610,2143,152
"472","ID",2000,1293953,3,12.52,54996,1,30,17,204,566,2206,161
"473","ID",2001,1320585,3,11.43,54370,2,32,19,190,568,2142,181
"474","ID",2002,1343124,5,10.94,52790,3,37,18,197,554,2164,196
"475","ID",2003,1367034,2,10.09,57991,2,39,18,187,573,2162,194
"476","ID",2004,1395140,2,9.75,59112,2,43,17,185,550,2035,196
"477","ID",2005,1429367,3,10,56941,2,40,19,195,564,1931,202
"478","ID",2006,1466465,2,9.61,57696,2,42,20,186,515,1715,166
"479","ID",2007,1499402,2,9.94,59712,3,40,16,196,476,1649,151
"480","ID",2008,1523816,3,12.14,55441,2,38,16,186,443,1544,109
"481","ID",2009,1545801,3,13.52,54881,2,37,16,191,432,1492,95
"482","ID",2010,1571102,3,13.56,54304,1,34,14,172,415,1502,85
"483","ID",2011,1583744,3,15.66,53102,2,28,12,160,437,1555,84
"484","ID",2012,1595590,5,14.35,52508,2,31,15,162,454,1454,87
"485","ID",2013,1612843,5,12.71,52330,2,42,14,158,415,1364,95
"486","ID",2014,1634806,3,12.17,56737,2,39,12,157,396,1364,102
"487","ID",2015,1652828,3,12.34,54716,2,43,12,161,371,1265,113
"488","ID",2016,1680026,2,11.13,59189,3,43,13,172,376,1248,124
"489","ID",2017,1718904,9,11.75,61676,2,44,13,180,340,1197,125
"490","ID",2018,1754208,2,11.52,58728,2,45,11,169,282,1068,112
"491","IL",1984,11511000,3,15.23,54828,9,31,304,381,1173,2820,586
"492","IL",1985,11535000,3,15.86,55503,8,39,287,380,1136,2870,591
"493","IL",1986,11533000,2,13.15,58148,9,41,326,434,1182,2943,628
"494","IL",1987,11582000,2,14.29,57429,8,38,314,435,1124,2957,540
"495","IL",1988,11544000,2,12.44,60420,9,39,313,451,1129,3076,605
"496","IL",1989,11658000,2,12.61,61372,9,36,336,465,1076,3110,607
"497","IL",1990,11430602,2,14.05,60809,10,39,394,524,1063,3262,643
"498","IL",1991,11543000,2,13.84,57488,11,40,456,532,1120,3318,655
"499","IL",1992,11631000,3,15.97,55507,11,37,412,516,1077,3092,619
"500","IL",1993,11697000,3,13.68,56383,11,35,381,533,1016,3084,559
"501","IL",1994,11752000,2,12.46,58968,12,33,373,543,1005,3096,564
"502","IL",1995,11830000,9,12.33,62488,10,36,331,618,918,3019,523
"503","IL",1996,11847000,9,12.06,63239,10,38,279,563,913,3026,490
"504","IL",1997,11896000,9,11.34,64606,9,37,278,537,870,2943,466
"505","IL",1998,12045000,8,10.24,66669,8,34,248,517,812,2799,440
"506","IL",1999,12128370,8,10.02,70044,8,35,217,429,712,2646,467
"507","IL",2000,12419293,8,10.52,67357,7,32,206,408,659,2522,405
"508","IL",2001,12520227,9,9.98,65644,8,32,199,394,632,2450,389
"509","IL",2002,12586447,2,12.66,59781,8,35,201,358,647,2417,356
"510","IL",2003,12649087,9,12.59,61797,7,33,188,328,619,2339,329
"511","IL",2004,12712016,2,12.16,61403,6,33,178,329,599,2258,318
"512","IL",2005,12765427,9,11.29,62383,6,34,182,330,608,2175,308
"513","IL",2006,12831970,2,10.43,60765,6,32,185,318,602,2124,293
"514","IL",2007,12852548,9,9.82,63745,6,32,180,316,588,2084,264
"515","IL",2008,12901563,9,12.12,62262,6,32,186,301,612,2068,253
"516","IL",2009,12910409,9,13.09,62028,6,30,178,283,603,1927,207
"517","IL",2010,12841980,2,14,58549,5,24,159,257,603,1890,225
"518","IL",2011,12859752,3,14.05,56658,6,24,157,237,604,1846,229
"519","IL",2012,12868192,3,12.5,56690,6,28,151,231,553,1829,204
"520","IL",2013,12890552,2,13.15,58236,6,41,138,218,458,1676,162
"521","IL",2014,12882189,2,13.63,58306,5,34,119,213,394,1560,136
"522","IL",2015,12839047,9,10.75,64032,6,38,117,226,365,1499,138
"523","IL",2016,12835726,9,11.82,64235,8,39,139,251,375,1521,155
"524","IL",2017,12786196,9,10.79,66184,8,42,139,247,339,1493,163
"525","IL",2018,12741080,8,10.14,70145,7,46,112,240,307,1472,154
"526","IN",1984,5498000,5,12.68,52561,6,25,99,176,928,2345,351
"527","IN",1985,5499000,5,11.62,50605,6,24,92,188,915,2362,329
"528","IN",1986,5504000,5,12.25,49851,6,26,90,186,887,2333,328
"529","IN",1987,5531000,7,10.79,47750,6,29,89,205,947,2490,355
"530","IN",1988,5575000,3,10.04,53808,6,31,89,254,935,2481,354
"531","IN",1989,5593000,5,13.39,50780,6,32,101,267,969,2673,391
"532","IN",1990,5544159,5,12.88,50318,6,38,101,328,943,2827,439
"533","IN",1991,5610000,5,15.44,48842,8,41,116,340,977,2871,465
"534","IN",1992,5662000,5,11.67,50192,8,42,122,336,952,2776,450
"535","IN",1993,5713000,5,12.32,50579,8,39,120,323,852,2696,428
"536","IN",1994,5752000,7,14.19,46827,8,36,130,351,851,2782,435
"537","IN",1995,5803000,3,9.39,54797,8,33,135,348,822,2820,466
"538","IN",1996,5841000,3,7.33,56193,7,34,124,372,784,2753,425
"539","IN",1997,5864000,2,8.78,60860,7,33,132,342,822,2702,428
"540","IN",1998,5899000,2,9.27,61347,8,33,111,279,789,2590,359
"541","IN",1999,5942901,9,6.66,61741,7,27,109,232,715,2335,341
"542","IN",2000,6080485,2,8.44,59754,6,29,103,211,676,2380,347
"543","IN",2001,6126743,2,8.34,57409,7,28,117,219,698,2404,351
"544","IN",2002,6156913,2,8.97,57453,6,30,107,214,692,2373,330
"545","IN",2003,6199571,2,9.84,58064,5,28,103,216,671,2350,335
"546","IN",2004,6226537,3,11.43,56408,5,29,102,190,677,2388,339
"547","IN",2005,6266019,3,12.35,54699,6,30,109,180,698,2414,347
"548","IN",2006,6313520,3,10.68,56690,6,29,114,174,721,2386,342
"549","IN",2007,6345289,2,11.66,57610,6,27,124,179,733,2332,306
"550","IN",2008,6376792,3,14.13,54389,5,27,119,187,765,2310,274
"551","IN",2009,6423113,5,15.93,51980,5,25,114,190,761,2136,215
"552","IN",2010,6490622,3,16.04,53253,4,27,101,191,748,2114,208
"553","IN",2011,6516353,5,15.18,49730,5,27,107,193,776,2158,227
"554","IN",2012,6537782,5,14.75,50575,5,25,101,214,729,2090,209
"555","IN",2013,6570713,3,11.31,53397,5,34,108,212,651,1987,216
"556","IN",2014,6597880,5,14.37,51027,5,33,104,223,559,1882,210
"557","IN",2015,6612768,3,13.31,55097,6,36,107,235,520,1874,205
"558","IN",2016,6634007,2,11.58,58697,6,37,110,246,506,1816,218
"559","IN",2017,6660082,2,11.23,60308,6,39,106,244,447,1718,221
"560","IN",2018,6691878,2,11.37,59892,7,35,89,252,378,1573,229
"561","KS",1984,2438000,3,10.66,56853,4,27,72,232,1049,2749,207
"562","KS",1985,2450000,5,13.51,50857,5,29,79,243,1051,2752,216
"563","KS",1986,2461000,5,10.93,52478,4,33,80,252,1188,3008,258
"564","KS",1987,2476000,3,9.09,54247,4,33,82,242,1138,3152,253
"565","KS",1988,2487000,5,7.84,52320,3,31,86,245,1179,3093,243
"566","KS",1989,2513000,5,10.43,52670,5,36,100,259,1189,3096,297
"567","KS",1990,2477574,3,10.45,55904,4,40,118,286,1167,3244,335
"568","KS",1991,2495000,5,12.71,52820,6,45,138,310,1307,3377,351
"569","KS",1992,2523000,3,11.06,53387,6,41,130,334,1294,3192,324
"570","KS",1993,2531000,5,12.92,51086,6,40,124,326,1132,3024,323
"571","KS",1994,2554000,7,14.68,47607,7,41,115,280,1121,2955,328
"572","KS",1995,2565000,5,10.64,49801,6,37,108,270,1068,3074,324
"573","KS",1996,2572000,5,11.16,52097,7,43,96,268,981,3038,248
"574","KS",1997,2595000,3,9.63,57076,6,45,98,281,936,3538,248
"575","KS",1998,2629000,3,9.51,56684,7,43,87,281,950,3246,259
"576","KS",1999,2654052,3,12.06,56465,6,40,77,259,824,3004,228
"577","KS",2000,2688418,2,7.92,60038,6,38,76,269,799,2979,242
"578","KS",2001,2702125,2,9.88,58882,3,35,90,276,759,2851,296
"579","KS",2002,2711769,2,9.92,59654,3,38,80,256,726,2724,266
"580","KS",2003,2724786,2,10.57,60537,5,40,82,271,806,2917,287
"581","KS",2004,2733697,3,11.12,54725,4,42,66,265,737,2967,311
"582","KS",2005,2748172,3,12.26,54171,4,40,65,280,692,2774,340
"583","KS",2006,2764075,3,12.63,56871,5,46,68,314,727,2730,316
"584","KS",2007,2775997,2,11.49,58878,4,46,73,336,737,2662,310
"585","KS",2008,2802134,3,12.35,55975,4,44,60,305,701,2421,264
"586","KS",2009,2818747,5,13.27,52463,4,42,63,297,691,2324,211
"587","KS",2010,2859143,3,13.99,53155,3,40,54,274,676,2231,211
"588","KS",2011,2870386,5,14.01,51634,4,39,50,262,652,2204,233
"589","KS",2012,2885398,3,13.76,54788,3,38,52,264,654,2267,235
"590","KS",2013,2895801,5,12.88,51632,4,45,46,248,603,2126,230
"591","KS",2014,2902507,3,11.89,56743,3,51,47,251,549,1970,238
"592","KS",2015,2906721,2,13.9,58152,4,58,63,270,537,1976,241
"593","KS",2016,2907731,2,11.04,59446,5,56,60,281,508,2068,255
"594","KS",2017,2910689,2,14.46,59283,5,52,56,288,450,2023,254
"595","KS",2018,2911505,9,7.28,63938,4,54,53,328,431,1934,269
"596","KY",1984,3723000,1,19.04,40812,7,22,71,178,785,1715,180
"597","KY",1985,3726000,1,19,38745,7,22,76,201,771,1677,193
"598","KY",1986,3728000,1,16.9,43591,7,23,83,222,824,1740,193
"599","KY",1987,3727000,7,17.01,43835,8,21,90,219,847,1892,193
"600","KY",1988,3721000,1,17.04,40739,6,22,74,227,826,1793,186
"601","KY",1989,3727000,7,15.45,45652,8,25,76,248,819,1921,220
"602","KY",1990,3685296,7,17.04,46304,7,29,69,285,767,1943,199
"603","KY",1991,3713000,1,18.39,42847,7,35,83,313,797,1909,215
"604","KY",1992,3755000,1,19.47,41317,6,32,87,410,729,1843,217
"605","KY",1993,3789000,1,20.14,41829,7,34,90,331,740,1841,216
"606","KY",1994,3827000,7,18.55,44704,6,35,94,308,750,1919,224
"607","KY",1995,3860000,5,14.82,48929,7,32,104,222,735,1992,259
"608","KY",1996,3884000,5,16.94,51822,6,32,94,189,688,1896,261
"609","KY",1997,3908000,5,15.94,52351,6,33,91,187,682,1880,248
"610","KY",1998,3936000,3,13.24,55975,6,28,88,206,711,1829,248
"611","KY",1999,3960825,5,11.79,51007,5,29,78,196,636,1785,224
"612","KY",2000,4041769,3,12.42,53028,5,27,81,182,626,1810,230
"613","KY",2001,4068816,3,12.36,54648,4,26,80,148,663,1756,220
"614","KY",2002,4089822,5,13.96,51456,5,27,77,164,658,1770,228
"615","KY",2003,4118189,5,14.3,50551,4,27,78,138,632,1678,200
"616","KY",2004,4141835,7,17.46,47454,6,30,79,131,625,1703,212
"617","KY",2005,4172608,7,14.36,47303,5,34,88,140,634,1686,211
"618","KY",2006,4206074,5,16.4,49296,4,31,92,143,663,1716,223
"619","KY",2007,4241474,7,15.4,47897,5,32,96,158,656,1685,205
"620","KY",2008,4269245,7,16.96,48108,5,34,96,163,692,1810,179
"621","KY",2009,4314113,5,16.85,50054,4,35,84,131,693,1691,141
"622","KY",2010,4347223,7,17.34,47442,4,33,86,120,700,1713,144
"623","KY",2011,4366814,7,15.78,44595,3,34,85,117,750,1823,154
"624","KY",2012,4379730,7,17.72,45018,5,30,81,109,682,1740,154
"625","KY",2013,4399583,7,19.8,48456,4,37,74,96,598,1638,138
"626","KY",2014,4412617,7,19.51,45427,4,35,76,100,531,1589,143
"627","KY",2015,4424611,7,19.23,44926,5,37,75,106,509,1517,178
"628","KY",2016,4436113,7,15.04,47474,6,39,76,114,472,1507,224
"629","KY",2017,4453874,5,14.21,52600,6,41,67,118,461,1460,233
"630","KY",2018,4468402,3,15.58,54555,5,38,55,113,385,1348,230
"631","LA",1984,4462000,7,19.9,43741,13,42,191,433,1226,2899,308
"632","LA",1985,4481000,7,17.43,47266,11,40,190,453,1324,3163,382
"633","LA",1986,4501000,7,21.17,45819,13,40,224,482,1461,3417,442
"634","LA",1987,4461000,7,24.01,45269,11,36,179,467,1445,3323,413
"635","LA",1988,4420000,1,21.9,41947,12,39,209,458,1444,3148,451
"636","LA",1989,4382000,7,21.68,44825,15,38,237,491,1465,3474,521
"637","LA",1990,4219973,1,22.56,41866,17,42,270,569,1438,3549,602
"638","LA",1991,4252000,7,18.7,45615,17,41,279,614,1412,3489,573
"639","LA",1992,4287000,7,24.33,44754,17,42,271,653,1366,3567,628
"640","LA",1993,4295000,7,26.05,45152,20,42,284,715,1368,3803,614
"641","LA",1994,4315000,1,25.89,43159,20,45,267,650,1279,3803,608
"642","LA",1995,4342000,7,19.55,45875,17,43,269,679,1232,3838,598
"643","LA",1996,4351000,7,20.06,48383,18,41,277,593,1296,3982,632
"644","LA",1997,4352000,5,15.88,52051,16,41,239,560,1239,3748,606
"645","LA",1998,4369000,5,18.79,49000,13,37,198,532,1172,3605,542
"646","LA",1999,4372035,5,18.82,49368,11,33,174,515,1093,3425,496
"647","LA",2000,4468976,7,16.78,44917,13,33,169,467,1036,3230,476
"648","LA",2001,4470368,7,15.86,47376,11,31,176,468,1039,3122,485
"649","LA",2002,4476192,7,17.36,47601,13,34,159,457,1013,2978,451
"650","LA",2003,4493665,7,16.69,45858,13,36,156,432,992,2881,437
"651","LA",2004,4506685,7,16.51,48546,13,36,146,446,1006,2975,437
"652","LA",2005,4507331,7,16.6,47995,10,32,118,437,874,2503,319
"653","LA",2006,4287768,7,16.63,45555,13,37,138,533,1089,2626,365
"654","LA",2007,4293204,5,15.68,50156,15,33,147,546,1093,2755,356
"655","LA",2008,4410796,7,17.87,46255,12,28,141,489,1032,2541,308
"656","LA",2009,4492076,3,14.16,53303,12,30,137,464,1045,2540,258
"657","LA",2010,4545343,7,20.88,45359,11,27,117,401,1000,2426,219
"658","LA",2011,4574766,7,20.7,45493,11,28,114,402,1011,2474,199
"659","LA",2012,4602134,1,20.51,42826,11,25,119,342,913,2450,171
"660","LA",2013,4629284,5,18.64,50125,11,38,120,353,890,2491,198
"661","LA",2014,4648990,7,22.56,45024,10,30,123,353,829,2436,213
"662","LA",2015,4668960,7,18.29,48673,11,37,119,373,759,2410,208
"663","LA",2016,4686157,7,19.7,44154,12,39,119,395,740,2336,220
"664","LA",2017,4670818,7,20.77,44973,12,40,115,389,731,2399,238
"665","LA",2018,4659978,5,18.41,49973,11,45,98,383,668,2360,248
"666","MA",1984,5798000,9,8.95,62231,4,28,175,317,1100,2125,840
"667","MA",1985,5822000,9,9.34,62951,3,30,188,316,1120,2234,865
"668","MA",1986,5832000,8,9.22,66544,4,30,193,331,1071,2189,907
"669","MA",1987,5855000,8,8.15,68364,3,32,177,353,1060,2185,924
"670","MA",1988,5871000,8,8.47,67970,4,32,176,408,1061,2418,893
"671","MA",1989,5913000,8,8.68,70756,4,32,203,436,1066,2485,911
"672","MA",1990,6016425,8,10.4,67732,4,34,217,481,1113,2525,924
"673","MA",1991,5996000,9,10.62,64393,4,32,195,505,1167,2501,919
"674","MA",1992,5998000,9,10,63966,4,36,184,555,1072,2361,791
"675","MA",1993,6012000,9,10.66,63602,4,33,176,592,1002,2271,816
"676","MA",1994,6041000,8,9.68,68077,4,30,168,506,881,2151,701
"677","MA",1995,6074000,9,10.95,63314,4,29,150,504,818,2232,605
"678","MA",1996,6092000,9,10.21,63143,3,29,128,483,704,1963,528
"679","MA",1997,6118000,9,11.96,65764,2,27,109,506,662,1888,481
"680","MA",1998,6147000,9,8.59,65383,2,27,97,495,607,1778,430
"681","MA",1999,6175169,8,11.95,66529,2,27,96,426,534,1763,415
"682","MA",2000,6349097,8,9.73,68364,2,27,92,356,482,1660,408
"683","MA",2001,6401164,6,8.76,74291,2,29,101,345,507,1669,435
"684","MA",2002,6421800,8,10.09,69782,3,28,112,343,518,1681,414
"685","MA",2003,6420357,8,10.16,69738,2,29,125,317,545,1621,397
"686","MA",2004,6407382,8,9.27,69321,3,28,117,313,538,1586,344
"687","MA",2005,6433367,6,9.96,72203,3,27,122,309,540,1525,294
"688","MA",2006,6437193,8,11.78,69078,3,28,126,345,547,1565,279
"689","MA",2007,6449755,8,10.96,70977,3,25,109,304,555,1611,233
"690","MA",2008,6497967,8,11.19,70523,3,27,109,325,558,1645,196
"691","MA",2009,6593587,8,10.87,69658,3,26,113,320,523,1620,180
"692","MA",2010,6555466,8,10.85,70329,3,27,105,333,578,1604,175
"693","MA",2011,6607003,8,10.41,70842,3,25,102,297,551,1538,163
"694","MA",2012,6645303,8,11.18,69748,2,25,99,282,521,1497,139
"695","MA",2013,6708874,8,11.69,67513,2,34,100,270,458,1452,136
"696","MA",2014,6755124,8,13.35,67049,2,33,90,271,369,1365,123
"697","MA",2015,6784240,6,11.53,71926,2,31,78,280,322,1248,119
"698","MA",2016,6823721,6,9.51,75620,2,31,79,269,281,1160,118
"699","MA",2017,6863246,6,10.55,75012,3,32,71,249,246,1072,109
"700","MA",2018,6902149,4,8.71,86345,2,35,60,241,201,967,96
"701","MD",1984,4349000,8,8.23,68577,8,38,301,445,1184,2841,397
"702","MD",1985,4392000,8,8.29,67256,8,39,302,486,1207,2871,461
"703","MD",1986,4463000,8,9.28,67125,9,44,304,476,1246,2978,545
"704","MD",1987,4535000,6,9.26,74151,10,40,290,428,1162,2965,582
"705","MD",1988,4644000,6,9.84,74803,10,37,301,459,1179,3047,672
"706","MD",1989,4694000,8,8.76,70619,12,38,332,474,1123,2920,664
"707","MD",1990,4781468,6,9.79,72609,12,46,364,498,1120,3083,709
"708","MD",1991,4860000,8,8.89,66625,12,46,407,492,1158,3365,731
"709","MD",1992,4908000,9,11.88,65450,12,46,429,513,1131,3367,726
"710","MD",1993,4965000,8,9.65,68536,13,44,435,506,1133,3292,683
"711","MD",1994,5006000,9,10.81,65888,12,41,402,493,1043,3368,763
"712","MD",1995,5042000,8,10.31,67363,12,42,423,510,1058,3533,718
"713","MD",1996,5072000,8,10.29,70336,12,38,393,489,992,3427,711
"714","MD",1997,5094000,6,8.28,73060,10,36,337,464,941,3264,602
"715","MD",1998,5135000,4,6.99,77227,10,33,299,454,923,3097,549
"716","MD",1999,5171634,4,7.1,78926,9,30,264,441,836,2848,492
"717","MD",2000,5296486,4,7.29,79743,8,29,256,493,744,2746,540
"718","MD",2001,5386079,6,7.15,76107,8,27,251,495,771,2709,595
"719","MD",2002,5450525,4,7.34,78953,9,25,246,490,730,2629,624
"720","MD",2003,5512310,6,8.56,71598,10,25,241,428,701,2438,660
"721","MD",2004,5561332,6,9.89,76096,9,24,230,438,660,2336,645
"722","MD",2005,5589599,4,9.7,77997,10,23,257,415,643,2299,610
"723","MD",2006,5615727,4,8.35,79488,10,21,256,392,667,2270,544
"724","MD",2007,5618344,4,8.74,79678,10,21,236,375,660,2266,505
"725","MD",2008,5633597,6,8.54,74487,9,20,234,365,690,2378,450
"726","MD",2009,5699478,6,9.53,75305,8,20,211,351,648,2207,344
"727","MD",2010,5785681,6,10.85,74100,7,21,191,327,634,2050,312
"728","MD",2011,5839572,4,9.2,77066,7,21,177,289,613,1968,275
"729","MD",2012,5884868,4,9.94,78711,6,21,173,277,574,1930,254
"730","MD",2013,5938737,6,10.29,74881,6,28,169,272,538,1895,226
"731","MD",2014,5975346,4,9.77,80867,6,27,160,255,471,1827,219
"732","MD",2015,5994983,4,9.44,78002,9,29,169,264,441,1713,224
"733","MD",2016,6024752,4,7.04,77183,9,30,180,263,412,1676,231
"734","MD",2017,6024891,4,7.75,83061,9,28,186,280,390,1621,224
"735","MD",2018,6042718,4,7.94,86223,8,33,161,267,313,1520,201
"736","ME",1984,1156000,7,13.15,47663,2,13,26,117,888,2319,161
"737","ME",1985,1164000,7,11.51,45793,2,14,24,126,911,2428,165
"738","ME",1986,1174000,5,9.8,51377,2,15,28,102,803,2347,164
"739","ME",1987,1187000,5,11.29,50042,3,16,26,108,771,2436,173
"740","ME",1988,1206000,3,13.18,54031,3,19,26,110,817,2399,205
"741","ME",1989,1222000,3,10.47,55335,3,19,24,91,803,2460,183
"742","ME",1990,1227928,5,13.19,51320,2,20,25,96,823,2555,177
"743","ME",1991,1235000,5,13.85,50247,1,22,23,86,903,2570,163
"744","ME",1992,1235000,5,13.52,52105,2,24,23,82,822,2426,144
"745","ME",1993,1239000,7,15.82,47084,2,27,21,76,719,2175,134
"746","ME",1994,1240000,5,9.11,50958,2,26,22,80,721,2279,143
"747","ME",1995,1241000,3,11.12,55573,2,21,27,81,726,2292,135
