"","state","year","population","poverty.rate","percent","median.income","margin.of.error","cluster"
"499","IL",1992,11631000,1857000,15.97,55507,1323,3
"500","IL",1993,11697000,1600000,13.68,56383,1390,3
"501","IL",1994,11752000,1464000,12.46,58968,1343,2
"502","IL",1995,11830000,1459000,12.33,62488,1436,9
"503","IL",1996,11847000,1429000,12.06,63239,1770,9
"504","IL",1997,11896000,1349000,11.34,64606,1224,9
"505","IL",1998,12045000,1234000,10.24,66669,1905,8
"506","IL",1999,12128370,1215000,10.02,70044,1554,8
"507","IL",2000,12419293,1307000,10.52,67357,1413,8
"508","IL",2001,12520227,1249000,9.98,65644,1250,9
"509","IL",2002,12586447,1594000,12.66,59781,1198,2
"510","IL",2003,12649087,1592000,12.59,61797,1467,9
"511","IL",2004,12712016,1546000,12.16,61403,1097,2
"512","IL",2005,12765427,1441000,11.29,62383,1271,9
"513","IL",2006,12831970,1338000,10.43,60765,1457,2
"514","IL",2007,12852548,1262000,9.82,63745,1153,9
"515","IL",2008,12901563,1564000,12.12,62262,1549,9
"516","IL",2009,12910409,1690000,13.09,62028,1104,9
"517","IL",2010,12841980,1798000,14,58549,1701,2
"518","IL",2011,12859752,1807000,14.05,56658,1537,3
"519","IL",2012,12868192,1608000,12.5,56690,1455,3
"520","IL",2013,12890552,1695000,13.15,58236,3549,2
"521","IL",2014,12882189,1756000,13.63,58306,1725,2
"522","IL",2015,12839047,1380000,10.75,64032,2119,9
"523","IL",2016,12835726,1517000,11.82,64235,1843,9
"524","IL",2017,12786196,1379000,10.79,66184,2048,9
"525","IL",2018,12741080,1292000,10.14,70145,2253,8
"526","IN",1984,5498000,697000,12.68,52561,1639,5
"527","IN",1985,5499000,639000,11.62,50605,1397,5
"528","IN",1986,5504000,674000,12.25,49851,1555,5
"529","IN",1987,5531000,597000,10.79,47750,2002,7
"530","IN",1988,5575000,560000,10.04,53808,1905,3
"531","IN",1989,5593000,749000,13.39,50780,2004,5
"532","IN",1990,5544159,714000,12.88,50318,2054,5
"533","IN",1991,5610000,866000,15.44,48842,1662,5
"534","IN",1992,5662000,661000,11.67,50192,2313,5
"535","IN",1993,5713000,704000,12.32,50579,2335,5
"536","IN",1994,5752000,816000,14.19,46827,1735,7
"537","IN",1995,5803000,545000,9.39,54797,2370,3
"538","IN",1996,5841000,428000,7.33,56193,2075,3
"539","IN",1997,5864000,515000,8.78,60860,1851,2
"540","IN",1998,5899000,547000,9.27,61347,2453,2
"541","IN",1999,5942901,396000,6.66,61741,2599,9
"542","IN",2000,6080485,513000,8.44,59754,993,2
"543","IN",2001,6126743,511000,8.34,57409,1348,2
"544","IN",2002,6156913,552000,8.97,57453,1047,2
"545","IN",2003,6199571,610000,9.84,58064,1313,2
"546","IN",2004,6226537,712000,11.43,56408,1534,3
"547","IN",2005,6266019,774000,12.35,54699,1418,3
"548","IN",2006,6313520,674000,10.68,56690,1543,3
"549","IN",2007,6345289,740000,11.66,57610,1524,2
"550","IN",2008,6376792,901000,14.13,54389,1385,3
"551","IN",2009,6423113,1023000,15.93,51980,1273,5
"552","IN",2010,6490622,1041000,16.04,53253,2970,3
"553","IN",2011,6516353,989000,15.18,49730,2584,5
"554","IN",2012,6537782,964000,14.75,50575,1958,5
"555","IN",2013,6570713,743000,11.31,53397,4867,3
"556","IN",2014,6597880,948000,14.37,51027,2063,5
"557","IN",2015,6612768,880000,13.31,55097,1783,3
"558","IN",2016,6634007,768000,11.58,58697,3011,2
"559","IN",2017,6660082,748000,11.23,60308,2075,2
"560","IN",2018,6691878,761000,11.37,59892,1997,2
"561","KS",1984,2438000,260000,10.66,56853,2105,3
"562","KS",1985,2450000,331000,13.51,50857,2305,5
"563","KS",1986,2461000,269000,10.93,52478,1715,5
"564","KS",1987,2476000,225000,9.09,54247,1908,3
"565","KS",1988,2487000,195000,7.84,52320,2360,5
"566","KS",1989,2513000,262000,10.43,52670,1780,5
"567","KS",1990,2477574,259000,10.45,55904,2203,3
"568","KS",1991,2495000,317000,12.71,52820,1684,5
"569","KS",1992,2523000,279000,11.06,53387,2000,3
"570","KS",1993,2531000,327000,12.92,51086,1963,5
"571","KS",1994,2554000,375000,14.68,47607,1788,7
"572","KS",1995,2565000,273000,10.64,49801,1512,5
"573","KS",1996,2572000,287000,11.16,52097,2334,5
"574","KS",1997,2595000,250000,9.63,57076,2526,3
"575","KS",1998,2629000,250000,9.51,56684,2497,3
"576","KS",1999,2654052,320000,12.06,56465,3142,3
"577","KS",2000,2688418,213000,7.92,60038,1708,2
"578","KS",2001,2702125,267000,9.88,58882,1585,2
"579","KS",2002,2711769,269000,9.92,59654,1465,2
"580","KS",2003,2724786,288000,10.57,60537,1815,2
"581","KS",2004,2733697,304000,11.12,54725,2331,3
"582","KS",2005,2748172,337000,12.26,54171,1270,3
"583","KS",2006,2764075,349000,12.63,56871,1563,3
"584","KS",2007,2775997,319000,11.49,58878,2191,2
"585","KS",2008,2802134,346000,12.35,55975,1648,3
"586","KS",2009,2818747,374000,13.27,52463,2098,5
"587","KS",2010,2859143,400000,13.99,53155,2096,3
"588","KS",2011,2870386,402000,14.01,51634,2182,5
"589","KS",2012,2885398,397000,13.76,54788,1985,3
"590","KS",2013,2895801,373000,12.88,51632,4854,5
"591","KS",2014,2902507,345000,11.89,56743,3040,3
"592","KS",2015,2906721,404000,13.9,58152,3954,2
"593","KS",2016,2907731,321000,11.04,59446,3420,2
"594","KS",2017,2910689,421000,14.46,59283,2969,2
"595","KS",2018,2911505,212000,7.28,63938,2027,9
"596","KY",1984,3723000,709000,19.04,40812,2491,1
"597","KY",1985,3726000,708000,19,38745,1669,1
"598","KY",1986,3728000,630000,16.9,43591,2207,1
"599","KY",1987,3727000,634000,17.01,43835,1991,7
"600","KY",1988,3721000,634000,17.04,40739,1639,1
"601","KY",1989,3727000,576000,15.45,45652,2365,7
"602","KY",1990,3685296,628000,17.04,46304,2267,7
"603","KY",1991,3713000,683000,18.39,42847,1886,1
"604","KY",1992,3755000,731000,19.47,41317,2215,1
"605","KY",1993,3789000,763000,20.14,41829,1872,1
"606","KY",1994,3827000,710000,18.55,44704,1728,7
"607","KY",1995,3860000,572000,14.82,48929,1886,5
"608","KY",1996,3884000,658000,16.94,51822,2301,5
"609","KY",1997,3908000,623000,15.94,52351,2596,5
"610","KY",1998,3936000,521000,13.24,55975,2333,3
"611","KY",1999,3960825,467000,11.79,51007,2244,5
"612","KY",2000,4041769,502000,12.42,53028,1240,3
"613","KY",2001,4068816,503000,12.36,54648,1435,3
"614","KY",2002,4089822,571000,13.96,51456,1223,5
"615","KY",2003,4118189,589000,14.3,50551,1173,5
"616","KY",2004,4141835,723000,17.46,47454,1623,7
"617","KY",2005,4172608,599000,14.36,47303,1157,7
"618","KY",2006,4206074,690000,16.4,49296,1312,5
"619","KY",2007,4241474,653000,15.4,47897,1470,7
"620","KY",2008,4269245,724000,16.96,48108,949,7
"621","KY",2009,4314113,727000,16.85,50054,1540,5
"622","KY",2010,4347223,754000,17.34,47442,3258,7
"623","KY",2011,4366814,689000,15.78,44595,2067,7
"624","KY",2012,4379730,776000,17.72,45018,2082,7
"625","KY",2013,4399583,871000,19.8,48456,4237,7
"626","KY",2014,4412617,861000,19.51,45427,1678,7
"627","KY",2015,4424611,851000,19.23,44926,2405,7
"628","KY",2016,4436113,667000,15.04,47474,2098,7
"629","KY",2017,4453874,633000,14.21,52600,1397,5
"630","KY",2018,4468402,696000,15.58,54555,3668,3
"631","LA",1984,4462000,888000,19.9,43741,2031,7
"632","LA",1985,4481000,781000,17.43,47266,1625,7
"633","LA",1986,4501000,953000,21.17,45819,2097,7
"634","LA",1987,4461000,1071000,24.01,45269,1819,7
"635","LA",1988,4420000,968000,21.9,41947,3017,1
"636","LA",1989,4382000,950000,21.68,44825,3641,7
"637","LA",1990,4219973,952000,22.56,41866,2952,1
"638","LA",1991,4252000,795000,18.7,45615,2084,7
"639","LA",1992,4287000,1043000,24.33,44754,2009,7
"640","LA",1993,4295000,1119000,26.05,45152,1997,7
"641","LA",1994,4315000,1117000,25.89,43159,2523,1
"642","LA",1995,4342000,849000,19.55,45875,1789,7
"643","LA",1996,4351000,873000,20.06,48383,2062,7
"644","LA",1997,4352000,691000,15.88,52051,2427,5
"645","LA",1998,4369000,821000,18.79,49000,2563,5
"646","LA",1999,4372035,823000,18.82,49368,1881,5
"647","LA",2000,4468976,750000,16.78,44917,1211,7
"648","LA",2001,4470368,709000,15.86,47376,1699,7
"649","LA",2002,4476192,777000,17.36,47601,1761,7
"650","LA",2003,4493665,750000,16.69,45858,1510,7
"651","LA",2004,4506685,744000,16.51,48546,1656,7
"652","LA",2005,4507331,748000,16.6,47995,1672,7
"653","LA",2006,4287768,713000,16.63,45555,1779,7
"654","LA",2007,4293204,673000,15.68,50156,1138,5
"655","LA",2008,4410796,788000,17.87,46255,1737,7
"656","LA",2009,4492076,636000,14.16,53303,2127,3
"657","LA",2010,4545343,949000,20.88,45359,3749,7
"658","LA",2011,4574766,947000,20.7,45493,2158,7
"659","LA",2012,4602134,944000,20.51,42826,1765,1
"660","LA",2013,4629284,863000,18.64,50125,2746,5
"661","LA",2014,4648990,1049000,22.56,45024,1977,7
"662","LA",2015,4668960,854000,18.29,48673,2268,7
"663","LA",2016,4686157,923000,19.7,44154,1253,7
"664","LA",2017,4670818,970000,20.77,44973,1488,7
"665","LA",2018,4659978,858000,18.41,49973,1754,5
"666","MA",1984,5798000,519000,8.95,62231,1600,9
"667","MA",1985,5822000,544000,9.34,62951,1808,9
"668","MA",1986,5832000,538000,9.22,66544,1612,8
"669","MA",1987,5855000,477000,8.15,68364,1518,8
"670","MA",1988,5871000,497000,8.47,67970,1717,8
"671","MA",1989,5913000,513000,8.68,70756,1380,8
"672","MA",1990,6016425,626000,10.4,67732,1547,8
"673","MA",1991,5996000,637000,10.62,64393,1424,9
"674","MA",1992,5998000,600000,10,63966,1298,9
"675","MA",1993,6012000,641000,10.66,63602,1628,9
"676","MA",1994,6041000,585000,9.68,68077,1782,8
"677","MA",1995,6074000,665000,10.95,63314,2421,9
"678","MA",1996,6092000,622000,10.21,63143,3089,9
"679","MA",1997,6118000,732000,11.96,65764,2164,9
"680","MA",1998,6147000,528000,8.59,65383,3028,9
"681","MA",1999,6175169,738000,11.95,66529,3058,8
"682","MA",2000,6349097,618000,9.73,68364,1984,8
"683","MA",2001,6401164,561000,8.76,74291,2158,6
"684","MA",2002,6421800,648000,10.09,69782,1614,8
"685","MA",2003,6420357,652000,10.16,69738,1304,8
"686","MA",2004,6407382,594000,9.27,69321,2221,8
"687","MA",2005,6433367,641000,9.96,72203,2261,6
"688","MA",2006,6437193,758000,11.78,69078,2596,8
"689","MA",2007,6449755,707000,10.96,70977,2709,8
"690","MA",2008,6497967,727000,11.19,70523,1957,8
"691","MA",2009,6593587,717000,10.87,69658,2052,8
"692","MA",2010,6555466,711000,10.85,70329,2531,8
"693","MA",2011,6607003,688000,10.41,70842,3610,8
"694","MA",2012,6645303,743000,11.18,69748,4134,8
"695","MA",2013,6708874,784000,11.69,67513,5726,8
"696","MA",2014,6755124,902000,13.35,67049,2826,8
"697","MA",2015,6784240,782000,11.53,71926,2957,6
"698","MA",2016,6823721,649000,9.51,75620,3046,6
"699","MA",2017,6863246,724000,10.55,75012,3409,6
"700","MA",2018,6902149,601000,8.71,86345,2785,4
"701","MD",1984,4349000,358000,8.23,68577,2657,8
"702","MD",1985,4392000,364000,8.29,67256,2156,8
"703","MD",1986,4463000,414000,9.28,67125,2272,8
"704","MD",1987,4535000,420000,9.26,74151,2943,6
"705","MD",1988,4644000,457000,9.84,74803,2448,6
"706","MD",1989,4694000,411000,8.76,70619,2327,8
"707","MD",1990,4781468,468000,9.79,72609,2982,6
"708","MD",1991,4860000,432000,8.89,66625,2555,8
"709","MD",1992,4908000,583000,11.88,65450,2861,9
"710","MD",1993,4965000,479000,9.65,68536,2200,8
"711","MD",1994,5006000,541000,10.81,65888,2353,9
"712","MD",1995,5042000,520000,10.31,67363,2671,8
"713","MD",1996,5072000,522000,10.29,70336,4101,8
"714","MD",1997,5094000,422000,8.28,73060,2310,6
"715","MD",1998,5135000,359000,6.99,77227,3337,4
"716","MD",1999,5171634,367000,7.1,78926,3352,4
"717","MD",2000,5296486,386000,7.29,79743,2047,4
"718","MD",2001,5386079,385000,7.15,76107,2349,6
"719","MD",2002,5450525,400000,7.34,78953,2144,4
"720","MD",2003,5512310,472000,8.56,71598,1674,6
"721","MD",2004,5561332,550000,9.89,76096,2255,6
"722","MD",2005,5589599,542000,9.7,77997,1904,4
"723","MD",2006,5615727,469000,8.35,79488,1999,4
"724","MD",2007,5618344,491000,8.74,79678,2017,4
"725","MD",2008,5633597,481000,8.54,74487,2068,6
"726","MD",2009,5699478,543000,9.53,75305,1964,6
"727","MD",2010,5785681,628000,10.85,74100,2651,6
"728","MD",2011,5839572,537000,9.2,77066,2378,4
"729","MD",2012,5884868,585000,9.94,78711,2028,4
"730","MD",2013,5938737,611000,10.29,74881,3207,6
"731","MD",2014,5975346,584000,9.77,80867,4536,4
"732","MD",2015,5994983,566000,9.44,78002,2853,4
"733","MD",2016,6024752,424000,7.04,77183,2711,4
"734","MD",2017,6024891,467000,7.75,83061,3741,4
"735","MD",2018,6042718,480000,7.94,86223,3331,4
"736","ME",1984,1156000,152000,13.15,47663,2041,7
"737","ME",1985,1164000,134000,11.51,45793,1792,7
"738","ME",1986,1174000,115000,9.8,51377,2128,5
"739","ME",1987,1187000,134000,11.29,50042,2161,5
"740","ME",1988,1206000,159000,13.18,54031,1928,3
"741","ME",1989,1222000,128000,10.47,55335,2724,3
"742","ME",1990,1227928,162000,13.19,51320,2937,5
"743","ME",1991,1235000,171000,13.85,50247,2259,5
"744","ME",1992,1235000,167000,13.52,52105,1805,5
"745","ME",1993,1239000,196000,15.82,47084,2064,7
"746","ME",1994,1240000,113000,9.11,50958,2584,5
"747","ME",1995,1241000,138000,11.12,55573,1786,3
"748","ME",1996,1243000,135000,10.86,55472,1936,3
"749","ME",1997,1242000,124000,9.98,51287,2036,5
"750","ME",1998,1244000,131000,10.53,55030,1620,3
"751","ME",1999,1253040,134000,10.69,58754,1994,2
"752","ME",2000,1274923,128000,10.04,54492,1247,3
"753","ME",2001,1284470,132000,10.28,52054,1354,5
"754","ME",2002,1294894,170000,13.13,51583,1184,5
"755","ME",2003,1309205,149000,11.38,50793,1293,5
"756","ME",2004,1314985,149000,11.33,55076,1630,3
"757","ME",2005,1318220,166000,12.59,56615,1847,3
"758","ME",2006,1321574,134000,10.14,56983,2244,3
"759","ME",2007,1317207,142000,10.78,58146,1697,2
"760","ME",2008,1316456,158000,12,55216,1679,3
"761","ME",2009,1318301,148000,11.23,55730,2040,3
"762","ME",2010,1327379,164000,12.36,55321,1947,3
"763","ME",2011,1328544,178000,13.4,55602,2219,3
"764","ME",2012,1328501,170000,12.8,53863,2462,3
"765","ME",2013,1328702,161000,12.12,59338,4171,2
"766","ME",2014,1330256,190000,14.28,54902,2305,3
"767","ME",2015,1329453,165000,12.41,53796,2045,3
"768","ME",2016,1330232,167000,12.55,53216,3501,3
"769","ME",2017,1335063,158000,11.83,52923,2198,5
"770","ME",2018,1338404,153000,11.43,58663,5683,2
"771","MI",1984,9075000,1495000,16.47,53012,1466,3
"772","MI",1985,9088000,1308000,14.39,54102,1870,3
"773","MI",1986,9145000,1267000,13.85,58354,1421,2
"774","MI",1987,9200000,1095000,11.9,58740,1535,2
"775","MI",1988,9300000,1112000,11.96,60314,1242,2
"776","MI",1989,9273000,1228000,13.24,60342,1549,2
"777","MI",1990,9295297,1315000,14.15,55941,1239,3
"778","MI",1991,9368000,1308000,13.96,57908,1242,2
"779","MI",1992,9437000,1271000,13.47,56767,1339,3
"780","MI",1993,9478000,1475000,15.56,56048,1170,3
"781","MI",1994,9496000,1347000,14.18,59309,1151,2
"782","MI",1995,9549000,1174000,12.29,59788,1632,2
"783","MI",1996,9594000,1068000,11.13,62713,1827,9
"784","MI",1997,9774000,1006000,10.29,60630,1734,2
"785","MI",1998,9817000,1097000,11.17,64574,1416,9
"786","MI",1999,9863775,978000,9.92,69680,1551,8
"787","MI",2000,9938444,967000,9.73,66549,1601,8
"788","MI",2001,10006266,927000,9.26,64046,1234,9
"789","MI",2002,10043221,1152000,11.47,59788,1561,2
"790","MI",2003,10082364,1125000,11.16,61618,1300,9
"791","MI",2004,10104206,1318000,13.04,56311,1143,3
"792","MI",2005,10100833,1196000,11.84,59205,1179,2
"793","MI",2006,10095643,1323000,13.1,60735,1206,2
"794","MI",2007,10071822,1076000,10.68,59938,969,2
"795","MI",2008,10003422,1273000,12.73,58209,1349,2
"796","MI",2009,9969727,1376000,13.8,53961,1177,3
"797","MI",2010,9877143,1530000,15.49,53411,2005,3
"798","MI",2011,9876801,1449000,14.67,54691,2063,3
"799","MI",2012,9882519,1331000,13.47,54802,1660,3
"800","MI",2013,9898193,1428000,14.43,61076,1713,2
"801","MI",2014,9916306,1462000,14.74,55215,1273,3
"802","MI",2015,9917715,1259000,12.69,57450,2125,2
"803","MI",2016,9933445,1091000,10.98,59740,1997,2
"804","MI",2017,9976447,1259000,12.62,59107,2394,2
"805","MI",2018,9995915,1036000,10.36,60449,1906,2
"806","MN",1984,4162000,381000,9.15,56407,2110,3
"807","MN",1985,4193000,523000,12.47,53240,2281,3
"808","MN",1986,4214000,517000,12.27,57999,2522,2
"809","MN",1987,4246000,484000,11.4,59545,2360,2
"810","MN",1988,4306000,514000,11.94,59526,2130,2
"811","MN",1989,4353000,478000,10.98,59186,2506,2
"812","MN",1990,4375099,524000,11.98,58796,1921,2
"813","MN",1991,4432000,564000,12.73,53151,2066,3
"814","MN",1992,4480000,561000,12.52,54504,2282,3
"815","MN",1993,4517000,506000,11.2,57799,2080,2
"816","MN",1994,4567000,523000,11.45,56553,2286,3
"817","MN",1995,4610000,427000,9.26,62262,3033,9
"818","MN",1996,4658000,458000,9.83,65536,1959,9
"819","MN",1997,4686000,457000,9.75,66611,2363,8
"820","MN",1998,4725000,498000,10.54,74000,3266,6
"821","MN",1999,4775508,354000,7.41,71115,2309,8
"822","MN",2000,4919479,276000,5.61,79328,2490,4
"823","MN",2001,4984535,361000,7.24,74900,1612,6
"824","MN",2002,5024791,325000,6.47,76454,1674,6
"825","MN",2003,5064172,376000,7.42,72294,1681,6
"826","MN",2004,5096546,356000,6.99,74765,1426,6
"827","MN",2005,5126739,412000,8.04,69880,1603,8
"828","MN",2006,5167101,422000,8.17,70178,1521,8
"829","MN",2007,5197621,482000,9.27,70485,2292,8
"830","MN",2008,5220393,506000,9.69,64215,1668,9
"831","MN",2009,5266214,576000,10.94,65806,1451,9
"832","MN",2010,5310658,563000,10.6,60388,1854,2
"833","MN",2011,5347299,528000,9.87,64695,2663,9
"834","MN",2012,5379646,534000,9.93,67709,1467,8
"835","MN",2013,5422060,649000,11.97,69451,4310,8
"836","MN",2014,5457125,447000,8.19,71395,3405,8
"837","MN",2015,5482435,428000,7.81,72847,3246,6
"838","MN",2016,5525050,470000,8.51,73477,4233,6
"839","MN",2017,5568155,519000,9.32,73673,3064,6
"840","MN",2018,5611179,456000,8.13,71817,3656,6
"841","MO",1984,5008000,720000,14.38,47956,1650,7
"842","MO",1985,5029000,689000,13.7,48962,1357,5
"843","MO",1986,5066000,722000,14.25,48089,1693,7
"844","MO",1987,5103000,716000,14.03,50296,2475,5
"845","MO",1988,5139000,662000,12.88,47976,2227,7
"846","MO",1989,5159000,654000,12.68,51954,1463,5
"847","MO",1990,5117073,700000,13.68,51073,2605,5
"848","MO",1991,5158000,740000,14.35,50351,2551,5
"849","MO",1992,5193000,795000,15.31,48136,2553,7
"850","MO",1993,5234000,832000,15.9,49219,2516,5
"851","MO",1994,5278000,797000,15.1,50747,2424,5
"852","MO",1995,5324000,484000,9.09,57161,2254,2
"853","MO",1996,5359000,500000,9.33,54783,2419,3
"854","MO",1997,5402000,627000,11.61,57204,3224,2
"855","MO",1998,5439000,531000,9.76,62072,2884,9
"856","MO",1999,5468338,647000,11.83,62565,1801,9
"857","MO",2000,5595211,505000,9.03,65943,1736,9
"858","MO",2001,5637309,537000,9.53,58774,1712,2
"859","MO",2002,5669544,122000,2.15,59873,1503,2
"860","MO",2003,5719204,602000,10.53,59893,1198,2
"861","MO",2004,5759532,129000,2.24,56152,1430,3
"862","MO",2005,5797703,659000,11.37,55407,1275,3
"863","MO",2006,5842713,659000,11.28,55656,1750,3
"864","MO",2007,5878415,742000,12.62,55852,1340,3
"865","MO",2008,5911605,780000,13.19,53825,1340,3
"866","MO",2009,5987580,926000,15.47,57217,1871,2
"867","MO",2010,5995715,890000,14.84,52881,2490,5
"868","MO",2011,6008984,910000,15.14,51217,2413,5
"869","MO",2012,6024522,905000,15.02,54527,2237,3
"870","MO",2013,6044917,824000,13.63,49994,4464,5
"871","MO",2014,6063827,620000,10.22,60126,3217,2
"872","MO",2015,6076204,582000,9.58,62742,2763,9
"873","MO",2016,6091176,762000,12.51,57569,1799,2
"874","MO",2017,6108612,666000,10.9,58272,2675,2
"875","MO",2018,6126452,745000,12.16,61726,2442,9
"876","MS",1984,2598000,628000,24.17,35618,1690,1
"877","MS",1985,2613000,644000,24.65,36630,1381,1
"878","MS",1986,2625000,695000,26.48,36219,1402,1
"879","MS",1987,2625000,637000,24.27,39255,1910,1
"880","MS",1988,2627000,704000,26.8,37176,1817,1
"881","MS",1989,2621000,566000,21.59,39053,1857,1
"882","MS",1990,2573216,684000,26.58,37705,1499,1
"883","MS",1991,2592000,635000,24.5,35114,1899,1
"884","MS",1992,2614000,671000,25.67,36188,1889,1
"885","MS",1993,2643000,639000,24.18,38080,2109,1
"886","MS",1994,2669000,515000,19.3,42695,1264,1
"887","MS",1995,2697000,630000,23.36,43559,1687,1
"888","MS",1996,2716000,575000,21.17,42651,2104,1
"889","MS",1997,2731000,455000,16.66,44600,2169,7
"890","MS",1998,2752000,486000,17.66,44963,1788,7
"891","MS",1999,2768619,446000,16.11,49102,2129,5
"892","MS",2000,2844658,418000,14.69,50153,1980,5
"893","MS",2001,2859733,539000,18.85,42882,1686,1
"894","MS",2002,2866733,513000,17.89,43225,1072,1
"895","MS",2003,2882594,456000,15.82,44792,1523,7
"896","MS",2004,2900768,536000,18.48,46315,1509,7
"897","MS",2005,2908496,571000,19.63,42374,1665,1
"898","MS",2006,2910540,596000,20.48,43363,1976,1
"899","MS",2007,2918785,655000,22.44,45259,1155,7
"900","MS",2008,2938618,525000,17.87,42611,970,1
"901","MS",2009,2951996,658000,22.29,41154,1530,1
"902","MS",2010,2970072,658000,22.15,44044,3266,7
"903","MS",2011,2977457,510000,17.13,45976,2647,7
"904","MS",2012,2986450,636000,21.3,40148,1694,1
"905","MS",2013,2992206,657000,21.96,34916,2948,1
"906","MS",2014,2993443,654000,21.85,37714,1374,1
"907","MS",2015,2989390,563000,18.83,42435,1135,1
"908","MS",2016,2985415,622000,20.83,43006,1283,1
"909","MS",2017,2989663,538000,18,44500,2258,7
"910","MS",2018,2986530,567000,18.99,42781,2304,1
"911","MT",1984,824000,115000,13.96,45096,1662,7
"912","MT",1985,826000,134000,16.22,45162,1785,7
"913","MT",1986,819000,136000,16.61,44587,1643,7
"914","MT",1987,809000,144000,17.8,43413,1694,1
"915","MT",1988,804000,116000,14.43,45495,1697,7
"916","MT",1989,806000,127000,15.76,46454,2571,7
"917","MT",1990,799065,134000,16.77,43679,1837,1
"918","MT",1991,808000,127000,15.72,44764,1605,7
"919","MT",1992,824000,118000,14.32,46665,1281,7
"920","MT",1993,839000,127000,15.14,45423,1656,7
"921","MT",1994,856000,97000,11.33,46445,2094,7
"922","MT",1995,870000,133000,15.29,45559,1814,7
"923","MT",1996,879000,155000,17.63,45860,2504,7
"924","MT",1997,879000,139000,15.81,45716,1792,7
"925","MT",1998,880000,153000,17.39,48756,1749,5
"926","MT",1999,882779,141000,15.97,46925,1460,7
"927","MT",2000,902195,126000,13.97,47928,1464,7
"928","MT",2001,905382,119000,13.14,45675,1048,7
"929","MT",2002,910372,122000,13.4,48758,1696,5
"930","MT",2003,918157,139000,15.14,46681,1460,7
