"","state","year","population","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft","homicide_class"
"1109","NJ",2007,8685920,8.54,73460,4.39,11.88,144.68,167.67,428.67,1532.88,252.8,"LOW"
"1110","NJ",2008,8682661,9.06,76352,4.33,12.92,146.28,162.99,465.32,1595.65,232.4,"LOW"
"1111","NJ",2009,8707739,9.26,75998,3.66,11.95,133.66,162.09,424.28,1473.44,178,"LOW"
"1112","NJ",2010,8799593,10.98,72677,4.22,11.15,134.3,157.79,440.16,1463.18,176.8,"LOW"
"1113","NJ",2011,8834773,11.18,69751,4.3,11.39,138.19,154.03,489.41,1460.89,197.1,"LOW"
"1114","NJ",2012,8867749,9.18,73075,4.38,11.67,128.39,145.69,477.44,1383.24,185.9,"LOW"
"1115","NJ",2013,8911502,11.04,68836,4.53,13.34,135.6,135.45,402.66,1324.19,154.3,"LOW"
"1116","NJ",2014,8938844,11.33,69270,3.94,14.32,117.45,125.16,354.71,1247.75,131,"LOW"
"1117","NJ",2015,8935421,11.24,72452,4.06,15.37,108.88,127.74,312.91,1185.88,131.8,"LOW"
"1118","NJ",2016,8978416,9.22,71645,4.21,16.19,99.57,123.51,281,1130.03,126.1,"LOW"
"1119","NJ",2017,8888543,8.71,74776,3.65,16.93,88.82,122.4,268.78,1170.33,136.9,"LOW"
"1120","NJ",2018,8908520,8.14,74176,3.21,15.98,71.44,117.45,215.88,1065.13,123.9,"LOW"
"1121","NM",1984,1424000,19.66,47622,9.13,54.99,130.34,493.61,1639.68,3595.15,320.5,"HIGH"
"1122","NM",1985,1450000,18.41,45579,10.9,49.79,138.14,505.1,1753.93,3682.62,345.7,"HIGH"
"1123","NM",1986,1479000,20.69,43527,11.49,46.86,129.55,537.66,1844.69,3712.37,343.3,"HIGH"
"1124","NM",1987,1500000,18.67,44016,10.13,43.07,108.33,466.93,1787.67,3785.13,345.5,"HIGH"
"1125","NM",1988,1510000,22.72,39489,11.46,38.41,103.11,505.17,1836.89,3721.32,389.9,"HIGH"
"1126","NM",1989,1528000,19.44,44317,8.64,45.94,105.17,544.11,1711.13,3808.97,349.9,"HIGH"
"1127","NM",1990,1515069,21.06,46788,9.17,49.7,115.11,606.24,1738.73,3828.47,336.7,"HIGH"
"1128","NM",1991,1548000,22.55,47852,10.53,52.39,120.28,651.55,1723,3775.26,346.3,"HIGH"
"1129","NM",1992,1581000,22.01,45495,8.92,62.62,139.28,724.1,1511.45,3609.87,377.9,"HIGH"
"1130","NM",1993,1616000,17.45,45917,8.04,52.1,138.43,731.13,1421.16,3510.09,405.1,"HIGH"
"1131","NM",1994,1654000,21.52,45225,10.7,52.36,140.81,685.37,1326.78,3466.93,504.8,"HIGH"
"1132","NM",1995,1685000,27.12,42661,8.78,56.62,154.54,599.29,1447.06,3648.55,513.2,"HIGH"
"1133","NM",1996,1713000,27.55,40107,11.5,63.51,162.41,603.15,1376.88,3802.63,582.2,"HIGH"
"1134","NM",1997,1730000,22.37,47083,7.75,50.4,171.45,623.7,1452.37,3883.7,717.2,"HIGH"
"1135","NM",1998,1737000,21.36,48704,10.94,55.09,163.44,731.95,1393.96,3743.87,619.9,"HIGH"
"1136","NM",1999,1739844,22.01,49247,9.77,54.26,148.23,622.3,1234.65,3426.34,467.1,"HIGH"
"1137","NM",2000,1819046,17.15,51314,7.42,50.69,137.38,562.38,1173.09,3184.36,403.6,"HIGH"
"1138","NM",2001,1830935,17.64,47094,5.41,46.42,147.19,581.34,1067.87,3080.72,389.8,"HIGH"
"1139","NM",2002,1852044,17.71,49629,8.21,55.45,119.11,557.98,1060.13,2883.62,401.6,"HIGH"
"1140","NM",2003,1878562,17.99,48045,6.17,50.04,103.11,507.94,1011.25,2693.28,384.5,"HIGH"
"1141","NM",2004,1903006,16.5,52721,8.88,54.6,108.35,515.55,1046.98,2736.14,415.2,"HIGH"
"1142","NM",2005,1925985,18.02,50201,7.48,54.05,98.29,486.5,1087.18,2632.78,412,"HIGH"
"1143","NM",2006,1954599,16.78,49974,6.86,54.9,107.18,485.78,1069.58,2346.47,472.2,"HIGH"
"1144","NM",2007,1969915,13.76,53850,9.29,52.18,117.92,496.32,1057.05,2306.8,451.9,"HIGH"
"1145","NM",2008,1984356,19.2,49223,8.11,56.34,108.4,480.61,1043.46,2368.27,404,"HIGH"
"1146","NM",2009,2009671,18.96,51084,9.85,53.19,96.14,473.21,1092.47,2297.99,323.5,"HIGH"
"1147","NM",2010,2065913,18.01,52093,6.78,46.42,78.22,456.55,1017.61,2154.16,254.1,"HIGH"
"1148","NM",2011,2078674,21.7,46974,7.6,41.18,82.75,441.15,1030.42,2248.07,259.8,"HIGH"
"1149","NM",2012,2083540,20.16,47580,5.57,45.93,88.65,419.48,1026.33,2315.63,262.2,"HIGH"
"1150","NM",2013,2086895,21.75,43368,5.89,74.99,87.79,453.78,1045.96,2450.82,286.7,"HIGH"
"1151","NM",2014,2085567,19.47,49568,4.84,71.01,100.02,421.8,887.29,2353.41,301.6,"HIGH"
"1152","NM",2015,2080328,19.23,47822,5.62,79.94,119.45,452.19,821.22,2474.85,415.5,"HIGH"
"1153","NM",2016,2085432,17.45,50699,6.67,73.22,131.24,488.24,828.61,2536.98,563.1,"HIGH"
"1154","NM",2017,2093395,18.15,49022,6.88,59.43,178.28,534.06,853.73,2497.57,559.3,"HIGH"
"1155","NM",2018,2095428,16.32,48283,7.97,64.62,135.06,648.94,767.77,2166.14,485.8,"HIGH"
"1156","NV",1984,911000,11.09,59500,10.76,60.7,279.03,278.05,1978.38,3458.62,495.5,"HIGH"
"1157","NV",1985,936000,14.85,51942,10.26,60.26,274.89,321.69,1849.57,3561.54,496.4,"HIGH"
"1158","NV",1986,963000,8.52,57503,12.56,64.9,286.92,354.52,1603.95,3489.2,477.7,"LOW"
"1159","NV",1987,1007000,10.63,56992,8.44,61.77,272.49,353.03,1629.39,3491.26,555,"LOW"
"1160","NV",1988,1060000,8.77,57267,10.47,73.77,291.23,405.19,1544.91,3528.4,599.2,"LOW"
"1161","NV",1989,1111000,10.89,57529,8.19,59.59,250.59,306.93,1404.77,3662.11,579.6,"LOW"
"1162","NV",1990,1201833,9.9,59839,9.65,62.24,238.3,290.72,1367.41,3502.73,592.5,"LOW"
"1163","NV",1991,1284000,10.98,59386,11.84,66.04,312.46,286.68,1403.89,3565.5,652.3,"HIGH"
"1164","NV",1992,1327000,15,56135,10.93,62.77,331.35,291.79,1289.22,3520.27,697.4,"HIGH"
"1165","NV",1993,1389000,10.15,61457,10.37,60.91,340.1,463.86,1245,3321.6,738.3,"LOW"
"1166","NV",1994,1457000,11.53,60296,11.67,68.7,352.37,569.11,1354.5,3561.63,759.4,"HIGH"
"1167","NV",1995,1530000,11.31,59227,10.65,61.24,324.58,548.69,1322.55,3566.21,745.4,"HIGH"
"1168","NV",1996,1603000,8.3,61617,13.72,53.4,307.61,436.56,1220.09,3262.32,698.3,"HIGH"
"1169","NV",1997,1677000,11.33,60805,11.15,59.93,302.39,425.28,1310.38,3167.08,788.3,"HIGH"
"1170","NV",1998,1747000,11.16,61385,9.73,52.15,254.89,326.85,1137.55,2711.33,788,"HIGH"
"1171","NV",1999,1809253,12.66,62683,9.12,52.12,232.64,276.03,973.5,2385.9,723.7,"HIGH"
"1172","NV",2000,1998257,9.01,66909,6.46,43.04,227.35,247.32,877.06,2208.17,659.2,"LOW"
"1173","NV",2001,2097722,7.25,64552,8.58,42.09,235.11,303.38,844.3,2148.66,700.9,"LOW"
"1174","NV",2002,2167455,8.67,62928,8.35,42.82,236.13,351.98,874.34,2189.62,806.8,"LOW"
"1175","NV",2003,2242207,10.88,61840,8.79,38.85,233.03,335.38,979.3,2378.06,929.8,"LOW"
"1176","NV",2004,2332898,11.14,62905,7.37,40.89,210.25,357.84,991.99,2247.76,970.3,"LOW"
"1177","NV",2005,2412301,10.78,62139,8.54,42.12,194.92,361.9,973.39,2156.12,1116,"LOW"
"1178","NV",2006,2495529,9.66,65273,9.06,43.76,282.02,413.98,997.86,2020.77,1082.2,"LOW"
"1179","NV",2007,2565382,9.75,65629,7.52,42.72,270.45,434.17,971.04,1942.95,871.7,"LOW"
"1180","NV",2008,2600167,10.69,64004,6.35,42.54,249.45,431.36,932.79,1915.8,613,"LOW"
"1181","NV",2009,2643085,12.98,60344,5.9,38.74,228.07,432.49,836.71,1757.91,469.1,"LOW"
"1182","NV",2010,2704283,16.49,59094,5.84,35.68,195.91,425.55,824.1,1572.8,376.6,"HIGH"
"1183","NV",2011,2720028,15.22,52637,5.11,33.57,158.38,371.03,747.86,1476.31,352.1,"HIGH"
"1184","NV",2012,2754354,15.72,51863,4.5,33.8,178.55,391.74,803.09,1647.28,363.7,"HIGH"
"1185","NV",2013,2791494,17.2,55979,5.84,53.09,185.67,360.38,825.62,1652.59,358.2,"HIGH"
"1186","NV",2014,2838281,16.84,52954,5.99,47.81,209.77,372.13,772.44,1496.19,358.7,"HIGH"
"1187","NV",2015,2883758,12.87,55123,6.17,58.53,218.01,414.91,775.38,1505.88,393.6,"LOW"
"1188","NV",2016,2939254,10.14,58003,7.76,58.82,215.63,395.64,640.16,1495.24,447.6,"LOW"
"1189","NV",2017,2972405,13.76,57929,8.95,63.79,162.86,324.99,674.5,1529.37,431,"HIGH"
"1190","NV",2018,3034392,12.85,61864,6.66,76.75,127.27,330.45,584.73,1461.18,392.3,"LOW"
"1191","NY",1984,17735000,15.82,50846,10.07,31.57,506.91,365.79,1257.15,2755.12,650.6,"HIGH"
"1192","NY",1985,17783000,15.72,52756,9.46,32.09,504.45,383.91,1235.07,2824.47,599.1,"HIGH"
"1193","NY",1986,17772000,13.07,54889,10.73,30.47,514.07,430.61,1221.08,2923.53,637.2,"HIGH"
"1194","NY",1987,17825000,14.06,55945,11.31,31.06,503.34,462.37,1216.42,3024.82,703.1,"HIGH"
"1195","NY",1988,17898000,13.24,59174,12.54,30.61,544.38,509.77,1218.35,3133.8,859.9,"HIGH"
"1196","NY",1989,17950000,12.56,61756,12.51,29.2,579.29,510.14,1176.21,3033.2,952.7,"HIGH"
"1197","NY",1990,17990455,14.29,59032,14.48,29.84,624.66,511.97,1160.69,2979.42,1042.7,"HIGH"
"1198","NY",1991,18058000,15.15,57325,14.24,28.16,622.12,499.42,1132.46,2944.3,1003.9,"HIGH"
"1199","NY",1992,18119000,15.56,54627,13.23,28.43,596.91,483.51,1068.2,2735.85,932.3,"HIGH"
"1200","NY",1993,18197000,16.38,54392,13.3,27.52,561.2,471.52,998.57,2644.21,835,"HIGH"
"1201","NY",1994,18169000,17.05,53619,11.1,25.87,476.73,451.87,906.21,2489.53,709.3,"HIGH"
"1202","NY",1995,18136000,16.65,54211,8.55,23.65,399.71,409.96,808.13,2344.42,565.7,"HIGH"
"1203","NY",1996,18185000,16.82,56613,7.44,22.95,339.96,356.65,713.93,2196.99,494.4,"HIGH"
"1204","NY",1997,18137000,16.42,56022,6.03,22.47,309.28,350.82,652.29,2130.64,439.4,"HIGH"
"1205","NY",1998,18175000,16.88,57738,5.08,21.14,270.29,341.25,576.73,1998.87,375.1,"HIGH"
"1206","NY",1999,18196601,14.71,60458,4.96,19.58,240.82,323.47,512.28,1858.14,320.2,"HIGH"
"1207","NY",2000,18976457,13.72,59577,5.02,18.6,213.63,316.66,463.45,1796.44,285.8,"LOW"
"1208","NY",2001,19084350,13.96,59876,5.03,18.58,191.54,298.47,421.29,1725.58,253,"LOW"
"1209","NY",2002,19134293,14.06,58740,4.75,20.3,191.56,280.04,400.85,1662.07,247.5,"LOW"
"1210","NY",2003,19212425,14.09,58560,4.86,19.65,186.29,254.98,392.73,1620.94,235.3,"LOW"
"1211","NY",2004,19280727,14.77,59500,4.61,18.71,173.78,243.31,366.67,1613.2,212.7,"HIGH"
"1212","NY",2005,19315721,14.29,60808,4.52,18.82,182.13,238.92,352.22,1564.63,185,"LOW"
"1213","NY",2006,19306183,13.82,60204,4.78,16.41,178.49,235.5,355.41,1542.65,166.4,"LOW"
"1214","NY",2007,19297729,14.29,59421,4.17,15.17,161.08,233.93,336.38,1506.3,145.2,"LOW"
"1215","NY",2008,19490297,14.03,58996,4.29,14.36,163.09,216.13,336.29,1528.77,128.7,"LOW"
"1216","NY",2009,19541453,15.44,58915,4,13.21,144.01,223.15,321.21,1498.85,111.9,"HIGH"
"1217","NY",2010,19395206,15.79,57456,4.48,14.42,147.61,227.88,339.46,1511.88,106.4,"HIGH"
"1218","NY",2011,19501616,15.82,56657,3.94,14.11,145.65,233.51,334.47,1473.52,98.7,"HIGH"
"1219","NY",2012,19576125,17,52243,3.49,14.49,146.26,242.04,328.92,1499.59,88.5,"HIGH"
"1220","NY",2013,19695680,14.34,53949,3.27,18.01,138.31,234.21,286.58,1455.53,78.6,"LOW"
"1221","NY",2014,19748858,13.95,57662,3.12,30.51,121.71,229.36,256.92,1380.45,79.7,"LOW"
"1222","NY",2015,19747183,14.13,61480,3.1,31.1,120.92,225.31,223.41,1305.69,77.3,"LOW"
"1223","NY",2016,19836286,11.67,64288,3.17,31.66,112.47,227.34,200.89,1265.31,72.5,"LOW"
"1224","NY",2017,19590719,13.48,63969,2.81,32.14,102.71,223.46,178.29,1251.07,68.2,"LOW"
"1225","NY",2018,19542209,10.98,67274,2.88,33.65,93.07,220.91,159.33,1213.95,67.2,"LOW"
"1226","OH",1984,10752000,13.29,53376,5.12,34.73,145.61,199.86,1049.92,2475.33,362.5,"LOW"
"1227","OH",1985,10744000,12.65,56182,5.16,36.91,133.11,206.43,976.55,2476.41,352.7,"LOW"
"1228","OH",1986,10752000,12.76,55086,5.53,38.61,142.14,234.66,987.83,2574.21,375.7,"LOW"
"1229","OH",1987,10784000,12.75,54649,5.84,39.92,153.11,222.46,1062.5,2708.58,382.9,"LOW"
"1230","OH",1988,10872000,12.47,56770,5.38,42.6,161.39,242.65,1031.36,2762.65,399.2,"LOW"
"1231","OH",1989,10907000,10.48,56903,5.98,44.67,170.85,247.09,1018.22,2811.12,435.3,"LOW"
"1232","OH",1990,10847115,11.58,56083,6.11,46.79,188.54,264.72,982.52,2864.11,490.6,"LOW"
"1233","OH",1991,10939000,13.6,53712,7.16,52.55,215.16,286.98,1055.15,2915.56,500.4,"HIGH"
"1234","OH",1992,11016000,12.69,55248,6.57,52.1,199.03,268.22,947.32,2721.26,471,"LOW"
"1235","OH",1993,11091000,13.17,53685,6.01,49.08,192.71,256.34,878.14,2667.75,435.3,"LOW"
"1236","OH",1994,11102000,14.15,53545,5.96,47.12,187.54,245.15,866.29,2682.33,427.1,"HIGH"
"1237","OH",1995,11151000,11.52,57351,5.38,43.36,178.74,254.98,838.84,2669.03,414.9,"LOW"
"1238","OH",1996,11173000,12.75,54471,4.82,41.32,164.11,218.43,835.37,2784.13,407.5,"LOW"
"1239","OH",1997,11186000,11,56548,4.68,40.82,158.73,231.2,849.03,2824.14,406,"LOW"
"1240","OH",1998,11209000,11.18,60102,3.95,40.53,133.46,184.51,810.11,2771.09,383.8,"LOW"
"1241","OH",1999,11256654,11.93,59702,3.53,36.68,127.97,148.22,773.08,2558.92,348.2,"LOW"
"1242","OH",2000,11353140,9.84,62821,3.68,37.62,137.5,155.34,780.72,2583.22,343.7,"LOW"
"1243","OH",2001,11389785,10.31,59408,3.97,39.21,151,157.21,850.85,2598.61,370.8,"LOW"
"1244","OH",2002,11408699,9.63,59745,4.61,42.15,156.64,148.33,869.2,2516.02,374.9,"LOW"
"1245","OH",2003,11437680,10.72,59562,4.6,40.74,147.71,140.8,831.31,2460.14,358.6,"LOW"
"1246","OH",2004,11450143,11.39,57376,4.42,41.43,152.22,140.68,842.94,2464.32,355,"LOW"
"1247","OH",2005,11470685,12.14,56975,5.14,40.72,162.79,141.47,873.38,2432.73,362,"LOW"
"1248","OH",2006,11478006,11.94,57305,4.88,41.56,169.18,145.87,920.36,2436.99,330.9,"LOW"
"1249","OH",2007,11466917,12.61,59609,4.61,40.65,160.03,150.15,863.78,2308.18,296.1,"LOW"
"1250","OH",2008,11485910,13.56,54873,4.76,39.45,162.86,144.98,891.77,2270.5,247.7,"LOW"
"1251","OH",2009,11542645,13.22,53826,4.57,35.69,153.08,138.52,901.08,2163.95,196.3,"LOW"
"1252","OH",2010,11537968,15.13,52961,4.15,32.33,142.88,135.3,928.46,2154.46,183.1,"HIGH"
"1253","OH",2011,11541007,14.8,49957,4.33,31.88,138.56,130.39,978.26,2137.98,181.3,"HIGH"
"1254","OH",2012,11553031,15.16,48622,4.14,33,133.26,131.05,911.55,2123.88,171,"HIGH"
"1255","OH",2013,11572005,13.58,54793,4.13,37.95,125.16,124.18,787.16,1968.54,168.7,"LOW"
"1256","OH",2014,11596998,15.45,52708,4,45.08,110.2,126.39,685.23,1939.66,155.4,"HIGH"
"1257","OH",2015,11605090,13.36,56494,4.5,46.88,108.72,136.09,603.13,1864.3,149.9,"LOW"
"1258","OH",2016,11622554,13.53,56490,5.88,49.51,108.19,144.1,577.16,1842.13,170,"LOW"
"1259","OH",2017,11664129,12.5,61225,6.35,50.01,96.23,144.23,493.14,1734.55,177.6,"LOW"
"1260","OH",2018,11689442,11.68,61633,4.82,45.34,78.58,151.2,412.22,1594.61,170.3,"LOW"
"1261","OK",1984,3298000,12.92,48817,7.82,39.87,111.22,248.54,1454.79,2572.59,457.7,"HIGH"
"1262","OK",1985,3301000,15.93,47324,7.69,37.93,106.82,269.55,1612.12,2824.39,566.5,"HIGH"
"1263","OK",1986,3305000,14.19,45946,8.14,36.37,106.54,285.36,1786.81,3141.66,649.2,"HIGH"
"1264","OK",1987,3272000,16.72,45994,7.46,35.85,109.5,264.79,1782.79,3220.32,604.9,"HIGH"
"1265","OK",1988,3263000,16.64,48434,7.45,37.66,105.06,284.37,1643.4,2954.89,556.3,"HIGH"
"1266","OK",1989,3224000,14.27,46405,6.51,37.5,126.24,321.28,1563.62,2861.97,585.5,"HIGH"
"1267","OK",1990,3145585,15.29,45564,8.04,47.02,121.95,370.49,1447.46,3002.05,601.7,"HIGH"
"1268","OK",1991,3175000,17.04,45909,7.24,50.87,128.94,396.66,1478.24,3050.14,556.6,"HIGH"
"1269","OK",1992,3212000,18.9,44482,6.54,48.44,136.24,431.6,1359.84,2932.13,516.8,"HIGH"
"1270","OK",1993,3231000,20.49,45062,8.45,49.27,121.79,455.34,1235,2943.7,480.7,"HIGH"
"1271","OK",1994,3258000,16.57,45369,6.94,49.6,128.12,466.82,1251.2,3192.91,474.6,"HIGH"
"1272","OK",1995,3278000,16.72,43186,12.2,44.57,115.56,491.79,1271.93,3164.34,496.4,"HIGH"
"1273","OK",1996,3301000,16.84,43866,6.76,46.8,106.6,436.93,1255.59,3317.36,482.9,"HIGH"
"1274","OK",1997,3317000,13.75,49063,6.9,45.73,103.89,403.01,1206.36,3287.28,441.5,"HIGH"
"1275","OK",1998,3347000,13.68,52076,6.1,45.2,91.96,396.12,1143.35,2915.84,405.3,"HIGH"
"1276","OK",1999,3358044,12.63,49412,6.88,40.95,82.94,377.45,1026.55,2787.81,361.3,"LOW"
"1277","OK",2000,3450654,14.58,47423,5.27,41.21,75.78,375.52,917.54,2785.44,357.8,"HIGH"
"1278","OK",2001,3469577,14.64,50627,5.33,42.83,79.15,383.59,996.46,2724.74,362.3,"HIGH"
"1279","OK",2002,3489700,14.01,51030,4.67,45.08,84.99,369.23,1007.85,2870.88,366,"LOW"
"1280","OK",2003,3506469,12.55,49136,5.87,42.81,91.94,365.81,993.76,2948.95,369.5,"LOW"
"1281","OK",2004,3523546,10.59,52790,5.28,44.19,87.7,363.33,1000.24,2874.12,367.7,"LOW"
"1282","OK",2005,3543442,15.32,48523,5.28,41.8,91.15,371,1007.27,2647.54,392,"HIGH"
"1283","OK",2006,3579212,14.84,48488,5.87,41.57,87.87,364.94,962.14,2286.9,375.4,"HIGH"
"1284","OK",2007,3617316,13.16,52466,6.19,43.26,93.77,360.85,950.07,2232.24,376,"LOW"
"1285","OK",2008,3642361,13.29,53910,5.9,40.39,101.53,383.68,967.7,2203.65,302.6,"LOW"
"1286","OK",2009,3687050,12.69,53825,6.35,41.63,91.08,364.33,1032.56,2273.17,283.9,"LOW"
"1287","OK",2010,3760184,16.04,49749,5.19,39.07,88.96,348.15,1006.55,2162.21,274.3,"HIGH"
"1288","OK",2011,3784163,13.79,54217,5.6,37.26,86.89,327.71,963.54,2115.77,293.1,"LOW"
"1289","OK",2012,3815780,17.51,53040,5.77,42.51,85.12,341,945.91,2178.61,307.8,"HIGH"
"1290","OK",2013,3853118,13.44,49841,5.14,60.06,78.46,302.4,869.74,2118.39,292.8,"LOW"
"1291","OK",2014,3879610,16.68,50113,4.64,47.99,79.21,281.91,772.32,1977.49,272.9,"HIGH"
"1292","OK",2015,3907414,14.1,49897,6.14,49.98,77.24,295.21,736.63,1911.19,271.1,"HIGH"
"1293","OK",2016,3921207,14.56,53307,6.3,53.55,80.94,314.55,749.16,1947.31,313.1,"HIGH"
"1294","OK",2017,3932640,12.26,56347,6.18,56.45,76.46,318.34,731.04,1844.72,313.2,"LOW"
"1295","OK",2018,3943079,13.14,54434,5.22,58.3,70.78,331.82,681.14,1856.85,337,"LOW"
"1296","OR",1984,2674000,12.38,49397,4.79,44.91,168.59,287.81,1823.3,3617.88,296.4,"LOW"
"1297","OR",1985,2687000,11.8,48862,4.65,50.73,185.56,310.12,1886.49,3934.69,357.6,"LOW"
"1298","OR",1986,2698000,12.31,54336,6.6,51.11,205.89,286.06,1966.72,4162.79,401.5,"LOW"
"1299","OR",1987,2724000,14.1,53091,5.62,45.78,195.96,292.18,1782.75,4181.61,465.1,"HIGH"
"1300","OR",1988,2741000,10.4,56786,5.07,40.53,192.96,307.19,1764.14,4154.4,594.4,"LOW"
"1301","OR",1989,2820000,11.6,55939,4.75,46.6,151.84,315.43,1425.43,3676.95,540.1,"LOW"
"1302","OR",1990,2842321,9.39,54715,3.8,46.86,144.32,311.82,1135.45,3545.17,458.6,"LOW"
"1303","OR",1991,2922000,13.72,54433,4.55,53.42,150.14,298.22,1176.01,3598.39,474.4,"LOW"
"1304","OR",1992,2977000,11.62,56168,4.67,53.07,151.39,301.07,1106.65,3670.61,533.5,"LOW"
"1305","OR",1993,3032000,11.97,56865,4.62,51.25,129.62,317.61,1024.8,3656.93,580.7,"LOW"
"1306","OR",1994,3086000,12.09,52875,4.86,43.2,138.17,334.41,1100.78,3969.73,705.2,"LOW"
"1307","OR",1995,3141000,11.46,59703,4.11,41.67,137.92,338.68,1102.83,4236.71,702,"LOW"
"1308","OR",1996,3204000,11.92,56744,4.03,39.7,122.16,297.19,988.26,4014.29,531,"LOW"
"1309","OR",1997,3243000,11.78,58290,2.93,40.27,117.51,283.69,1033.21,4197.63,594.5,"LOW"
"1310","OR",1998,3282000,15.33,60321,3.84,39.82,105.18,270.96,927.54,3773.34,526,"HIGH"
"1311","OR",1999,3316154,13.03,61410,2.65,36.76,86.18,249.29,806.63,3409.13,411.1,"LOW"
"1312","OR",2000,3421399,10.84,62144,2.05,37.59,84.41,226.69,748.76,3338.69,407.2,"LOW"
"1313","OR",2001,3473441,11.75,58680,2.42,33.8,79.14,191.25,767.19,3542.14,427.3,"LOW"
"1314","OR",2002,3520355,10.79,58510,2.05,35.17,77.89,177.43,729.93,3378.21,469.4,"LOW"
"1315","OR",2003,3564330,12.51,56986,1.91,34.17,79.87,178.8,801.33,3431.98,532.3,"LOW"
"1316","OR",2004,3591363,11.72,54629,2.51,35.72,76.6,183.77,837.34,3281.99,516.1,"LOW"
"1317","OR",2005,3638871,11.98,56919,2.2,34.79,68.1,181.92,759.05,3114.04,529,"LOW"
"1318","OR",2006,3700758,11.86,58792,2.38,32.94,73.26,176.07,657.27,2672.34,395.5,"LOW"
"1319","OR",2007,3747455,12.84,60989,2.03,34.05,76.43,181.43,613.19,2539.24,390.6,"LOW"
"1320","OR",2008,3790060,10.63,60476,2.3,31.21,70.08,157.86,557.12,2445.26,300.2,"LOW"
"1321","OR",2009,3825657,13.33,57603,2.3,31.42,65.32,161.51,515.96,2223.51,260.8,"LOW"
"1322","OR",2010,3838332,13.99,58404,2.5,32.28,63.07,153.5,521.97,2279.48,237.8,"LOW"
"1323","OR",2011,3868229,14.3,57653,2.17,32.03,57.83,157.26,535.23,2379.87,235.4,"LOW"
"1324","OR",2012,3899801,13.41,56730,2.33,29.72,62.03,153.06,565.44,2413.3,262.9,"LOW"
"1325","OR",2013,3928068,15.1,52905,2.09,37.27,60.95,142.46,529.73,2402.28,252.3,"LOW"
"1326","OR",2014,3971202,14.35,62509,2.12,40.79,57.16,159.15,470.64,2371.5,240.5,"LOW"
"1327","OR",2015,4024634,11.88,64478,2.73,41,53.74,167.89,460.69,2249,265.8,"LOW"
"1328","OR",2016,4085989,11.89,61879,2.84,43.66,56.46,165.84,414.07,2239.53,325.3,"LOW"
"1329","OR",2017,4146592,10.37,66185,2.53,48.04,59.66,170.21,419.98,2124.42,410.4,"LOW"
"1330","OR",2018,4190713,9.64,69165,1.96,47.13,60.82,175.63,389.05,2109.86,395.1,"LOW"
"1331","PA",1984,11901000,15.33,46966,4.52,23.22,148.36,144.49,743.78,1655.31,339.8,"HIGH"
"1332","PA",1985,11853000,10.27,51056,4.64,24.35,147.04,155.02,737.51,1640.66,328.2,"LOW"
"1333","PA",1986,11889000,10.01,52217,5.54,25.1,152.12,175.8,734.81,1654.11,354.4,"LOW"
"1334","PA",1987,11936000,10.46,53909,5.38,26.22,144.45,193.31,721.99,1722.68,349.2,"LOW"
"1335","PA",1988,12027000,10.36,54727,5.49,24.88,138.08,193.52,696.69,1690.88,426.8,"LOW"
"1336","PA",1989,12040000,10.47,56254,6.25,24.61,149.71,198.05,713.66,1798.72,469.4,"LOW"
"1337","PA",1990,11881643,11.18,54199,6.74,25.82,176.15,222.31,729.06,1810.52,505.5,"LOW"
"1338","PA",1991,11961000,11.2,54752,6.34,28.72,193.89,221.05,719.62,1907.38,481.5,"LOW"
"1339","PA",1992,12009000,11.87,52571,6.21,27.68,180.71,212.38,631.48,1866.52,467.7,"LOW"
"1340","PA",1993,12048000,13.26,53188,6.83,26.52,178.98,205.13,582.05,1831.7,440.2,"HIGH"
"1341","PA",1994,12052000,12.41,53900,5.91,26.1,186.67,208.02,551.51,1844.34,449.3,"LOW"
"1342","PA",1995,12072000,12.13,56667,6.25,25.23,189.35,206.49,561.75,1963.15,412.7,"LOW"
"1343","PA",1996,12056000,11.4,55796,5.69,25.17,188.98,260.46,591.88,2079.94,404.2,"LOW"
"1344","PA",1997,12020000,11.12,58713,5.87,27.36,156.31,252.56,567.54,2054.01,367.8,"LOW"
"1345","PA",1998,12001000,11.15,60241,5.27,26.86,164.88,223.54,531.43,1965.44,355.5,"LOW"
"1346","PA",1999,11994016,9.31,57085,4.94,27.34,155.66,232.53,467.21,1898.86,327.1,"LOW"
"1347","PA",2000,12281054,8.41,61671,4.9,26.44,147.83,240.86,440.35,1839.17,295.8,"LOW"
"1348","PA",2001,12303104,9.41,61845,5.29,28.18,142.24,234.2,441.72,1815.4,290.3,"LOW"
"1349","PA",2002,12328827,9.34,59484,5.06,30.26,139.21,227.6,451.06,1723.12,266.2,"LOW"
"1350","PA",2003,12370761,10.34,58759,5.23,28.75,145.34,218.47,435.85,1724.06,270.3,"LOW"
"1351","PA",2004,12394471,11.16,58776,5.24,28.52,149.05,228.64,439.25,1728.18,249.9,"LOW"
"1352","PA",2005,12405348,11.06,59678,6.09,28.91,154.88,235.42,452.5,1732.45,237,"LOW"
"1353","PA",2006,12440621,11.23,60523,5.96,29.03,169.57,237.78,464.12,1745.43,238.8,"LOW"
"1354","PA",2007,12432792,10.24,58805,5.83,27.69,156.36,226.8,451.15,1699.12,213.2,"LOW"
