"","state","year","population","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft","homicide_class"
"1603","VA",2011,8104384,11.19,70062,3.75,19.63,66.94,107.28,378.26,1758.01,120.6,"LOW"
"1604","VA",2012,8186628,10.38,70818,3.93,18.38,57.63,111.54,362.19,1705.88,111.5,"LOW"
"1605","VA",2013,8270345,10.33,71160,3.87,28.41,55.31,110.16,323.05,1647.03,104.3,"LOW"
"1606","VA",2014,8328098,10.11,70239,4.2,29.01,51.56,113.62,278.7,1573,92.1,"LOW"
"1607","VA",2015,8367587,10.68,65169,4.66,29.87,53.29,111.82,257.45,1530.48,98,"LOW"
"1608","VA",2016,8414380,11.04,69535,5.73,33.63,57.35,123.09,239.58,1512.71,117,"LOW"
"1609","VA",2017,8465207,10.01,73031,5.55,35.75,51.16,117.94,218.83,1462.6,120.2,"LOW"
"1610","VA",2018,8517685,9.64,77151,4.59,34.33,42.31,118.73,182.84,1356.39,126.5,"LOW"
"1611","VT",1984,530000,12.26,52118,2.26,19.81,23.02,100,1016.42,2651.7,154.7,"LOW"
"1612","VT",1985,535000,8.97,58025,3.36,19.25,20.93,104.11,973.83,2602.62,163.9,"LOW"
"1613","VT",1986,541000,10.72,53954,2.03,21.81,22.18,103.14,949.17,2697.41,181.1,"LOW"
"1614","VT",1987,548000,9.12,53890,2.74,22.45,16.79,94.53,1110.4,2825.73,198.5,"LOW"
"1615","VT",1988,556000,7.73,59324,1.98,23.02,16.01,101.26,1096.76,2804.14,197.3,"LOW"
"1616","VT",1989,567000,7.76,61362,1.94,23.1,17.99,89.77,1029.1,2727.69,198.9,"LOW"
"1617","VT",1990,562758,10.84,58110,2.31,25.94,11.73,87.25,1087.32,2918.48,207.9,"LOW"
"1618","VT",1991,567000,12.87,52567,2.12,30.51,11.82,72.31,1020.11,2673.9,144.4,"LOW"
"1619","VT",1992,570000,10.7,57625,2.11,24.91,8.95,73.51,825.61,2369.65,105.3,"LOW"
"1620","VT",1993,576000,10.24,53308,3.65,39.76,9.03,61.81,874.31,2851.22,132.6,"LOW"
"1621","VT",1994,580000,7.76,60180,1.03,27.59,12.24,56.03,736.9,2267.93,148.6,"LOW"
"1622","VT",1995,585000,10.43,55518,2.22,28.21,10.94,76.92,760.85,2418.8,135.7,"LOW"
"1623","VT",1996,589000,12.56,51734,1.87,26.99,15.45,76.91,673.01,2058.4,150.3,"LOW"
"1624","VT",1997,589000,9.17,54857,1.53,26.49,13.41,78.27,613.07,1959.59,135.8,"LOW"
"1625","VT",1998,591000,9.81,60792,2.2,27.58,9.48,67.01,671.07,2213.87,147.9,"LOW"
"1626","VT",1999,593740,9.77,62869,2.86,22.91,10.95,77.14,595.72,1955.4,153.6,"LOW"
"1627","VT",2000,608827,9.86,57896,1.48,23,19.22,69.81,575.04,2165.48,132.9,"LOW"
"1628","VT",2001,612978,9.63,57999,1.14,17.46,17.46,69.01,513.88,2027.15,123.7,"LOW"
"1629","VT",2002,616408,9.9,60186,2.11,20.44,12.49,71.71,566.02,1733.27,124.8,"LOW"
"1630","VT",2003,619343,8.4,59208,2.42,20.34,10.01,81.38,487.13,1635.93,105.6,"LOW"
"1631","VT",2004,621233,7.73,63071,2.58,25.76,12.56,73.89,552.93,1696.14,94.5,"LOW"
"1632","VT",2005,622387,7.55,65355,1.29,24.58,12.21,87.57,511.74,1750.36,108,"LOW"
"1633","VT",2006,623908,7.69,64897,2.24,27.73,18.27,96.81,551.84,1740.16,99.4,"LOW"
"1634","VT",2007,621254,9.82,57534,2.09,20.6,12.72,93.68,515.09,1746.95,104.5,"LOW"
"1635","VT",2008,621270,8.85,59283,2.74,21.41,14.97,98.35,565.78,1899.66,94.3,"LOW"
"1636","VT",2009,621760,9.33,61381,1.29,21.23,17.85,94.25,558.25,1783.65,72.2,"LOW"
"1637","VT",2010,625909,10.7,64551,1.12,22.53,12.14,95.22,534.9,1657.27,70.1,"LOW"
"1638","VT",2011,626592,11.33,58029,1.76,23.3,15.8,106.77,612.52,1710.84,84.3,"LOW"
"1639","VT",2012,625953,11.02,60901,1.28,20.93,18.21,101.92,667.62,1759.56,73.5,"LOW"
"1640","VT",2013,626855,8.61,70735,1.6,21.7,11.96,88.38,534.73,1626.05,53.8,"LOW"
"1641","VT",2014,626767,9.09,64455,1.6,18.67,11.49,70.84,333.78,1176.67,38.9,"LOW"
"1642","VT",2015,626088,10.38,63058,1.6,23.96,16.77,76.99,324.87,1091.54,31.3,"LOW"
"1643","VT",2016,623354,9.63,63660,2.25,27.27,12.51,94.49,302.24,1225.15,29.5,"LOW"
"1644","VT",2017,624525,10.09,65360,2.72,40.67,16.01,113.85,311.44,1147.91,36,"LOW"
"1645","VT",2018,626299,9.58,70066,1.6,45.82,11.18,113.36,234.23,1008.46,40.4,"LOW"
"1646","WA",1984,4349000,11.01,57748,4.64,50.03,120.65,231.11,1702.02,3745.8,247.4,"LOW"
"1647","WA",1985,4409000,11.93,53562,5.24,54.89,132.03,233.27,1811.27,4003.2,288.9,"LOW"
"1648","WA",1986,4463000,12.61,58960,5,53.37,135.13,243.54,1861.48,4266.64,314.5,"LOW"
"1649","WA",1987,4538000,9.92,57928,5.64,52.23,141.41,240.24,1904.54,4277.9,395.2,"LOW"
"1650","WA",1988,4619000,8.7,66157,5.72,56.53,145.88,258.28,1855.62,4358.11,432.9,"LOW"
"1651","WA",1989,4761000,9.56,62668,4.39,61.71,140.14,265.51,1545.12,4119.34,457.6,"LOW"
"1652","WA",1990,4866692,8.92,60005,4.89,64.01,129.99,302.69,1262.87,4011.37,447.1,"LOW"
"1653","WA",1991,5018000,9.45,61249,4.2,70.33,145.54,302.53,1235.47,4101.51,444.5,"LOW"
"1654","WA",1992,5136000,11.18,59639,5.02,71.98,139.76,317.78,1121.73,4045.07,471.5,"LOW"
"1655","WA",1993,5255000,12.06,61184,5.16,64.4,137.09,307.92,1067.23,3914.39,456.1,"LOW"
"1656","WA",1994,5343000,11.49,56366,5.5,60.45,139.7,305.61,1044.23,3971.51,500.5,"LOW"
"1657","WA",1995,5431000,12.47,58380,5.06,59.18,132.74,287.28,1091.24,4140.32,554,"LOW"
"1658","WA",1996,5533000,12.04,58637,4.61,51.11,119.05,256.41,1057.51,3898.54,522.2,"LOW"
"1659","WA",1997,5610000,9.43,69738,4.35,51.43,120.04,264.96,1106.31,3811.46,567.8,"LOW"
"1660","WA",1998,5689000,9,73220,3.94,48.16,115.61,260.84,1062.51,3757.66,618.7,"LOW"
"1661","WA",1999,5756361,9.47,68749,2.97,47.1,100.9,226.29,949.42,3341.24,587.3,"LOW"
"1662","WA",2000,5894121,10.76,62182,3.33,46.44,98.61,221.29,907.28,3234.58,594.1,"LOW"
"1663","WA",2001,5993390,10.58,60411,2.99,43.38,99.01,209.31,884.71,3255.8,652,"LOW"
"1664","WA",2002,6067060,10.83,63243,3.03,45.06,95.55,201.89,905.68,3189.78,667.4,"LOW"
"1665","WA",2003,6131298,12.49,65020,2.97,46.69,93.26,204.02,950.39,3142.12,662.5,"LOW"
"1666","WA",2004,6207046,11.28,66527,3.06,46.03,94.51,200.05,976.83,3173.36,696.5,"LOW"
"1667","WA",2005,6291899,10.11,65280,3.26,44.68,91.99,205.68,959.06,3147.4,783,"LOW"
"1668","WA",2006,6395798,7.85,68321,3.08,42.97,100.44,202.23,920.03,2864.05,726,"LOW"
"1669","WA",2007,6468424,10.22,70512,2.69,41.01,93.98,198.84,817.42,2640.24,589.3,"LOW"
"1670","WA",2008,6549224,10.38,66210,2.95,40.51,98.01,192.74,811.33,2550.12,444.8,"LOW"
"1671","WA",2009,6664195,11.72,70853,2.85,38.76,100.7,193.99,796,2527.25,356.3,"LOW"
"1672","WA",2010,6742950,11.55,64822,2.28,38.25,87.93,185.02,818.51,2498.76,381.8,"LOW"
"1673","WA",2011,6823267,12.52,63610,2.39,34,82.47,176.48,828.94,2386.36,363.8,"LOW"
"1674","WA",2012,6895318,11.54,68139,3.15,32.63,84.13,178.16,890.11,2412.33,386.7,"LOW"
"1675","WA",2013,6973742,11.74,69017,2.39,37.34,83.58,166.67,838.67,2469.65,407.6,"LOW"
"1676","WA",2014,7063166,12.06,62714,2.52,39.36,79.87,164.03,784.08,2482.13,434,"LOW"
"1677","WA",2015,7160290,11.44,71271,3.04,38.8,76.11,168.41,713.85,2393.66,376.6,"LOW"
"1678","WA",2016,7280934,10.99,73573,2.68,43.03,77.59,180.25,676.41,2381.88,443.9,"LOW"
"1679","WA",2017,7425432,9.91,77256,3.04,44.44,72.53,182.76,588.34,2183.77,395.5,"LOW"
"1680","WA",2018,7535591,8.59,79726,3.13,45.29,73.94,189.12,533.48,2045.4,367.3,"LOW"
"1681","WI",1984,4766000,15.32,47882,2.45,16.58,66.45,111.06,834.14,2906.55,235.1,"LOW"
"1682","WI",1985,4775000,11.39,51879,2.83,18.32,70.18,115.58,795.54,2792.65,221.6,"LOW"
"1683","WI",1986,4785000,10.47,57970,3.11,20.08,72.79,161.88,782.95,2802.15,253.8,"LOW"
"1684","WI",1987,4807000,8.9,55913,3.49,19.85,66.4,160.18,842.56,2830.41,246.5,"LOW"
"1685","WI",1988,4858000,7.49,60525,2.96,19.86,67.06,124.48,729.17,2759.28,269.2,"LOW"
"1686","WI",1989,4867000,8.07,57103,3.62,20.4,75.18,123.4,733.16,2877.34,331.7,"LOW"
"1687","WI",1990,4891769,9.16,57387,4.6,20.71,112.72,126.66,751.36,2962.61,416.5,"LOW"
"1688","WI",1991,4955000,9.93,56134,4.82,25.41,118.97,127.75,751.58,3000.91,436.4,"LOW"
"1689","WI",1992,5007000,11.18,58598,4.35,26.26,119.77,125.34,691.93,2919.87,431.5,"LOW"
"1690","WI",1993,5038000,12.62,54511,4.41,25.19,113.42,121.4,662.96,2761.97,364.7,"LOW"
"1691","WI",1994,5082000,8.91,59484,4.47,23.46,112.93,129.67,645.89,2667.43,360.5,"LOW"
"1692","WI",1995,5123000,8.76,67222,4.27,23.31,105.09,148.39,613.23,2627.82,363.6,"LOW"
"1693","WI",1996,5160000,8.91,63953,3.95,21.05,96.55,131.14,588.29,2634.52,345.9,"LOW"
"1694","WI",1997,5170000,8.16,61965,3.97,20.27,100.85,145.47,570.66,2533.89,302.5,"LOW"
"1695","WI",1998,5224000,8.59,63811,3.64,19.85,85.64,139.89,569.3,2452.79,272,"LOW"
"1696","WI",1999,5250446,8.88,69042,3.41,20.09,84.74,137.61,488.21,2298.89,263.2,"LOW"
"1697","WI",2000,5363675,9.19,65929,3.15,21.72,84.59,127.32,469.51,2229.91,272.9,"LOW"
"1698","WI",2001,5405947,7.82,64471,3.55,21.12,82.21,124.09,498.1,2317.36,272.3,"LOW"
"1699","WI",2002,5439692,8.59,64250,2.83,22.74,86.64,112.76,513.37,2267.87,247.4,"LOW"
"1700","WI",2003,5474290,9.65,63324,3.34,21.96,80.32,115.49,484.92,2169.69,225.8,"LOW"
"1701","WI",2004,5503533,12.28,60943,2.8,20.64,73.9,112.49,433.43,2025.64,206.7,"LOW"
"1702","WI",2005,5527644,10,57552,3.73,20.53,82.4,135.16,442.29,1999.6,228,"LOW"
"1703","WI",2006,5556506,9.99,64536,2.97,22.19,100.13,160.84,486.6,2081.92,252.5,"LOW"
"1704","WI",2007,5601640,10.73,62253,3.3,21.9,97.83,168.49,497.89,2105.76,240.3,"LOW"
"1705","WI",2008,5627967,9.67,59860,2.59,20.04,91.74,161.16,487.9,2069.24,205.1,"LOW"
"1706","WI",2009,5654774,10.59,60112,2.58,19.77,86.72,150,474.17,1979.69,158,"LOW"
"1707","WI",2010,5691659,9.96,58114,2.72,20.93,79.34,145.92,467.98,1897.39,143.2,"LOW"
"1708","WI",2011,5709843,13.01,58248,2.42,20.84,80.56,146.06,475.79,1829.68,144.9,"LOW"
"1709","WI",2012,5724554,11.18,58159,2.95,21.45,81.96,177.57,487.92,1827.55,143.8,"LOW"
"1710","WI",2013,5742953,10.76,55849,2.84,31.97,84.17,161.68,424.14,1635.85,128.7,"LOW"
"1711","WI",2014,5759432,10.9,61665,2.76,29.12,88.57,170.61,371.13,1549.72,172.3,"LOW"
"1712","WI",2015,5767891,11.34,58745,4.16,31.29,90.74,178.05,339.85,1448.92,190.7,"LOW"
"1713","WI",2016,5772917,10.74,62593,4.02,34.73,81.54,186.6,337.75,1428.31,172.5,"LOW"
"1714","WI",2017,5792051,9.51,64998,3.31,37.59,75.45,205.44,303.35,1344.39,163.5,"LOW"
"1715","WI",2018,5813568,8.58,62629,3.03,38.67,60.01,193.74,242.52,1168.87,148.5,"LOW"
"1716","WV",1984,1952000,20.08,38880,4.41,15.63,38.11,110.04,648,1347.13,172.5,"HIGH"
"1717","WV",1985,1936000,21.85,35670,3.77,18.54,37.6,106.1,618.39,1301.19,167.3,"HIGH"
"1718","WV",1986,1919000,22.51,36111,5.94,18.86,41.01,98.65,625.27,1357.74,169.2,"HIGH"
"1719","WV",1987,1897000,21.51,36486,4.85,22.61,31.15,78.7,603.58,1288.14,161.7,"HIGH"
"1720","WV",1988,1884000,17.89,39606,4.94,18.74,34.18,73.57,610.93,1334.77,161.7,"HIGH"
"1721","WV",1989,1857000,15.24,42503,6.52,18.69,42.7,78.78,626.55,1432.85,156.8,"HIGH"
"1722","WV",1990,1793477,18.29,41366,5.69,23.59,37.92,102.09,657.1,1522.74,153.9,"HIGH"
"1723","WV",1991,1801000,18.16,41735,6.16,23.04,43.25,118.55,666.8,1630.71,174.9,"HIGH"
"1724","WV",1992,1812000,22.13,35662,6.35,21.69,43.49,140.01,622.9,1611.48,163.8,"HIGH"
"1725","WV",1993,1820000,21.98,38475,6.92,20.05,42.97,138.46,599.12,1563.52,161.5,"HIGH"
"1726","WV",1994,1822000,18.44,39609,5.43,20.31,42.37,147.64,585.78,1547.15,179.7,"HIGH"
"1727","WV",1995,1828000,16.41,40837,4.87,21.23,42.72,141.36,565.04,1516.63,166.3,"HIGH"
"1728","WV",1996,1826000,17.69,40365,3.78,19.61,40.36,146.33,546.5,1549.84,176.9,"HIGH"
"1729","WV",1997,1816000,15.75,43018,4.13,19.55,43.06,151.93,586.29,1483.15,181,"HIGH"
"1730","WV",1998,1811000,17.23,41232,4.31,18.72,37.33,188.29,613.47,1497.9,187.2,"HIGH"
"1731","WV",1999,1806928,15.05,44293,4.37,18.65,36.58,291.05,570.19,1591.65,208.2,"HIGH"
"1732","WV",2000,1808344,14.43,43006,2.54,18.3,41.42,254.21,546.91,1556.06,183.3,"LOW"
"1733","WV",2001,1800975,16.16,42188,2.22,17.77,39.26,220.33,533.1,1569.59,178.6,"LOW"
"1734","WV",2002,1804884,16.23,41094,3.16,18.17,36.4,176.13,536.16,1524.97,216,"HIGH"
"1735","WV",2003,1811440,17.11,44840,4.03,17.17,38.7,195.54,579.54,1568.31,191.2,"HIGH"
"1736","WV",2004,1812548,14.01,44473,3.75,19.09,42.7,216.38,606.55,1741.53,207.8,"LOW"
"1737","WV",2005,1814083,15.21,46976,4.52,18.47,44.98,205.89,624.78,1797.22,211,"HIGH"
"1738","WV",2006,1818470,15.23,47965,4.4,22.22,46.91,207.65,636.74,1776.49,223.1,"HIGH"
"1739","WV",2007,1812035,14.62,51101,3.59,21.41,46.74,205.07,597.23,1728.5,191.9,"LOW"
"1740","WV",2008,1814468,14.33,44420,3.69,21.44,49.38,201.38,597.42,1761.78,174.4,"LOW"
"1741","WV",2009,1819777,15.66,47504,4.62,25.83,50.23,224.53,659.7,1728.4,151.5,"HIGH"
"1742","WV",2010,1854368,16.5,49372,3.13,19.52,41.85,236.74,581.22,1515.56,130.4,"HIGH"
"1743","WV",2011,1854908,17.14,46794,4.69,20.05,43.24,228.37,552.32,1437.05,113.6,"HIGH"
"1744","WV",2012,1856680,16.21,47721,3.77,22.35,44.97,248.99,617.55,1658.87,120.3,"HIGH"
"1745","WV",2013,1853595,16.99,46502,3.34,37.76,35.23,228.85,534.53,1513.55,106.1,"HIGH"
"1746","WV",2014,1848751,20.34,41993,4.54,32.13,35.43,244.33,506.72,1457.96,102.5,"HIGH"
"1747","WV",2015,1841053,14.18,45389,4.62,38.56,42.53,261.75,514.22,1465.68,121.8,"LOW"
"1748","WV",2016,1828637,17.83,46412,4.65,37.4,39.37,281.3,499.11,1403.07,136.6,"HIGH"
"1749","WV",2017,1817048,17.12,46499,5.39,43.64,37.04,275.17,415.89,1206.19,169.8,"HIGH"
"1750","WV",2018,1805832,15.45,50573,3.71,36.11,31.68,218.46,296.48,1049.6,139.5,"HIGH"
"1751","WY",1984,511000,10.37,54976,3.33,20.94,23.09,194.72,641.68,2645.4,153.6,"LOW"
"1752","WY",1985,509000,11.98,49279,4.32,22.4,20.04,210.02,690.57,2894.3,173.5,"LOW"
"1753","WY",1986,507000,14.4,51673,5.33,21.89,22.49,243.39,817.36,3078.11,168.6,"HIGH"
"1754","WY",1987,490000,10,58502,2.04,31.43,20,229.59,717.55,2892.04,138.6,"LOW"
"1755","WY",1988,471000,9.13,54066,2.55,23.99,15.07,272.4,658.81,2851.8,142.5,"LOW"
"1756","WY",1989,475000,10.53,57884,4.42,28.21,17.05,208.63,631.79,2861.68,137.3,"LOW"
"1757","WY",1990,453588,11.24,55050,4.85,29.54,15.87,251.11,630.97,3129.27,149,"LOW"
"1758","WY",1991,460000,10.22,52378,3.26,25.87,17.17,263.91,692.17,3231.96,154.6,"LOW"
"1759","WY",1992,466000,10.52,53146,3.65,34.98,18.03,262.88,671.03,3434.12,150.4,"LOW"
"1760","WY",1993,470000,13.62,50523,3.4,34.26,17.23,231.28,643.19,3078.72,154.9,"LOW"
"1761","WY",1994,476000,9.45,55705,3.36,33.61,16.6,218.91,650.63,3204.62,162,"LOW"
"1762","WY",1995,480000,12.29,51751,2.08,34.38,17.92,199.79,612.08,3286.25,167.7,"LOW"
"1763","WY",1996,481000,12.06,49487,3.33,29.11,20.37,196.88,661.95,3203.33,139.1,"LOW"
"1764","WY",1997,480000,13.75,52306,3.54,28.54,17.71,205.42,624.58,3166.25,134.8,"LOW"
"1765","WY",1998,481000,10.6,54428,4.78,27.65,16.22,198.96,560.5,2860.5,139.1,"LOW"
"1766","WY",1999,479602,11.68,56314,2.29,28.57,15.43,186.2,489.78,2611.12,124.3,"LOW"
"1767","WY",2000,493782,10.53,57947,2.43,32.4,14.18,217.5,420.83,2494.62,116,"LOW"
"1768","WY",2001,493754,8.51,56471,1.82,30.99,17.01,207.8,502.48,2621.35,141,"LOW"
"1769","WY",2002,498830,8.82,55656,3.01,29.67,18.64,222.12,490.75,2666.84,148.9,"LOW"
"1770","WY",2003,502111,9.56,58241,2.79,27.09,16.73,215.09,520,2636.67,158.9,"LOW"
"1771","WY",2004,505887,9.88,60497,2.17,22.14,13.24,192.34,541.23,2639.32,157.9,"LOW"
"1772","WY",2005,508798,10.61,57639,2.75,23.98,15.33,188.29,476.81,2536.37,145,"LOW"
"1773","WY",2006,515004,9.9,58730,2.52,29.32,13.98,207.96,450.87,2379.59,156.1,"LOW"
"1774","WY",2007,522830,10.71,59178,4.02,32.9,16.07,204.08,452.35,2271.29,155.5,"LOW"
"1775","WY",2008,532668,10.14,62359,2.25,34.73,16.33,196.37,412.64,2174.71,137.6,"LOW"
"1776","WY",2009,544270,9.19,61559,2.02,31.6,14.33,171.79,399.8,2078.01,139.1,"LOW"
"1777","WY",2010,564554,9.39,60249,1.42,28.7,13.64,154.1,381.01,1970.76,104.9,"LOW"
"1778","WY",2011,567356,10.58,60991,3.17,25.73,12.51,178.02,328.54,1849.46,91.8,"LOW"
"1779","WY",2012,576626,9.71,63016,2.43,26.71,10.58,161.63,368.52,1823.19,101.3,"LOW"
"1780","WY",2013,583223,11.66,72817,2.91,34.98,12.69,157.23,335.38,1761.76,99.1,"LOW"
"1781","WY",2014,584304,9.41,59128,2.74,29.78,9.07,153.86,289.06,1571.96,103.2,"LOW"
"1782","WY",2015,586555,9.55,64575,2.73,29.15,10.06,179.69,300.4,1499.77,100.9,"LOW"
"1783","WY",2016,584910,10.6,60513,3.42,35.22,10.09,195.93,302.78,1519.72,136.8,"LOW"
"1784","WY",2017,578934,12.09,59247,2.42,43.7,16.93,171.52,268.77,1418.3,131.4,"LOW"
"1785","WY",2018,577737,9.17,62539,2.25,42.06,17.31,150.59,263.96,1375.89,145.2,"LOW"
